id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
Frontal Mid L.13,16,195,74,46,864,127,2200,1634,512,837,284,51,176,87,62,1905,76,28410,6642,3747,25889,24926,3032,2764,483,8091,3578,4792,8502,14063,2857,411,1272,273,348,1157,2163,589,359,2256,1641,2464,1854,170,550,296,1,1,731,1256,309,230,22,765,524,139,26,64,239,462,123,51,4,101,83,52,0
Parietal Inf L.9,27,383,226,125,1850,808,4396,6253,1416,2449,1352,125,503,522,243,4267,1409,54306,28778,32270,53168,108921,10369,9010,4884,21752,10188,25596,23122,54146,18293,1336,3181,1385,747,4941,6368,3052,3482,8543,4378,17043,7565,1375,1179,1017,14,9,3642,5464,1933,739,506,2909,2773,1365,61,297,1062,1736,1687,248,57,473,598,254,0
Precentral L.7,17,278,77,59,1772,124,3616,2363,1243,1305,315,52,338,153,88,5410,74,57568,14556,5064,43149,45450,12686,5621,467,21181,6690,6568,22766,27809,4569,1400,1670,226,368,5346,5347,1100,434,8571,3002,5700,4528,205,607,253,9,4,3646,2057,329,784,72,2219,1170,227,11,114,926,762,347,102,12,275,148,65,0
Frontal Inf Tri L.8,18,165,90,63,566,193,2071,1544,415,881,335,53,137,191,97,938,179,22734,4997,4570,25789,23714,1908,2400,710,7376,2898,4268,8110,15191,2702,325,1170,314,242,877,1268,1005,551,1953,1373,3531,1872,193,491,321,7,4,610,1656,302,129,208,682,583,189,35,101,155,404,447,45,8,77,193,80,0
Precuneus L.2,35,691,317,278,2650,1164,8033,11372,5504,6212,2752,392,2563,1465,1164,4254,2002,79556,40087,56434,58757,209294,19979,16741,9576,45667,29166,53331,39187,151916,44123,1743,8996,4317,2280,11555,21515,8681,8443,33132,18074,65128,31719,3079,8418,3385,44,55,36041,24485,7908,2754,1645,26099,15092,3876,1421,2045,18571,14076,8234,2063,207,7244,4227,3163,0
Frontal Mid L.12,11,116,24,31,305,14,1066,389,292,367,69,30,172,36,46,239,0,8788,795,267,10674,4582,906,572,29,3387,1044,720,2342,4205,437,215,436,55,86,481,1088,153,47,879,1259,629,531,22,261,72,1,0,323,512,76,169,7,679,226,16,30,53,332,303,52,65,0,176,42,39,0
Frontal Sup R.2,24,226,155,121,710,293,1957,2914,518,1328,1061,109,369,409,261,950,137,17899,9142,7488,18946,36384,2398,2617,1710,5895,3526,11134,4290,18344,10895,282,1918,765,392,1028,2576,1355,2046,1430,2272,8520,1919,1454,906,911,3,4,573,2744,1818,338,139,1336,1570,1166,69,342,492,1114,1167,192,44,399,642,303,0
Frontal Sup R.11,16,147,46,74,364,33,1442,743,294,874,178,55,239,189,160,326,8,11998,1563,660,15023,9698,877,1439,77,3666,2371,1665,3585,10712,1411,209,839,125,141,418,1612,768,196,919,1530,2652,1183,72,472,257,1,2,266,2081,198,164,47,864,851,217,28,173,287,749,452,136,23,272,345,185,0
Frontal Sup Medial L.3,19,190,83,88,526,86,1676,1623,456,1063,453,56,311,247,183,500,16,13813,4249,2193,15693,21194,1635,1966,344,5049,2830,4863,3802,12883,4546,254,1125,212,251,787,2105,886,554,1406,1993,5359,1670,448,605,397,0,2,544,2186,675,245,70,1212,1147,481,36,161,471,978,673,79,25,328,390,200,0
Frontal Sup L.9,13,134,37,41,371,34,1163,652,365,520,115,26,192,75,62,400,9,9725,1631,820,10991,7789,1250,915,77,3929,1600,1299,2574,6360,739,284,374,80,90,740,1244,275,122,1003,1237,1538,950,48,255,81,0,1,458,780,106,194,28,857,440,48,15,37,337,376,146,66,2,203,74,55,0
Paracentral Lobule L.1,40,446,109,671,1192,90,5713,1800,1842,7952,997,201,3620,1878,6915,1313,25,46518,4743,1633,59921,25119,5123,14771,496,28235,13738,8784,21260,105039,7006,1118,3559,459,687,3884,19270,8386,1536,9498,35773,23527,22226,256,3932,1889,48,10,4394,75956,5416,2912,702,20104,11307,1255,235,1903,10931,45152,13043,2643,249,23468,18126,50286,0
Postcentral L.2,55,336,436,1049,946,1003,3420,6839,941,8639,6156,166,1167,7787,11289,1608,653,28383,22836,23067,32858,78302,3692,16836,9756,11029,13650,46639,9798,110287,64605,529,3439,1561,926,2042,7914,19803,21512,3419,9839,104149,17995,9301,2427,4031,21,17,1662,106588,33267,696,8520,5659,17559,21472,93,1735,1768,20817,77627,1033,2608,3133,74611,81728,0
Postcentral L.3,53,333,365,1013,816,798,4020,5966,1033,8836,4663,105,1152,6895,11070,1087,647,33145,17542,21783,37432,89395,3116,15977,7256,14555,14424,37996,14082,120798,52306,635,2505,878,604,2069,6616,19081,16158,5651,11991,90920,20577,4905,2214,2096,10,14,2192,112619,24414,447,6642,6367,15189,14549,49,1402,1711,23408,64362,710,2403,3459,70616,80873,0
Parietal Sup L.3,37,718,211,455,3024,254,5683,6846,4565,8240,2229,369,5012,2165,3122,5222,89,68076,26933,10022,45407,99124,20746,23221,1715,31413,37269,31922,17748,106103,28908,1185,7839,1460,1437,10245,39452,10222,4091,11284,21756,71247,30513,2555,6425,3332,49,37,19395,46334,9526,6715,759,26994,26007,5524,978,2573,31358,33273,14328,4144,742,26745,12285,14431,0
Parietal Sup L.4,48,652,386,742,2433,722,4636,10100,2297,9784,5586,404,4976,4418,6570,4391,501,49812,38252,25824,40353,140367,10929,24777,6955,17104,34537,64958,11837,109875,77203,829,7915,2621,1593,4292,34744,17400,14577,4928,18856,109222,23371,9646,4511,5230,73,66,4582,76699,33405,5189,1999,15351,34792,15907,400,3569,15274,41764,37693,5016,1364,33752,32790,39743,0
Postcentral L.8,53,466,450,928,1322,1082,3780,8193,1094,8861,6600,382,3207,6504,9240,1776,729,32179,24287,26133,38124,95805,4545,16111,10838,11370,22234,54786,10544,100657,70356,545,6756,2872,1339,1835,18931,20138,22602,4002,16725,102875,16774,11494,3137,6699,69,63,1640,87502,38293,2427,6906,8092,30321,19826,291,3307,3747,31326,62613,4977,1900,22026,54701,62923,0
Parietal Sup L.5,59,339,612,1099,910,2053,3436,9111,923,7995,9827,212,1066,9071,11558,1270,2480,27806,27570,46856,32887,108681,3374,14963,25788,10906,11309,68343,10497,106836,99392,501,4295,2888,897,1842,6701,20571,42457,3298,8765,114161,15857,16120,2506,5520,17,31,1543,94331,61543,585,11015,5293,17675,34172,115,1805,1522,16588,96369,1169,3095,2732,79506,82581,0
Precentral L.3,40,485,113,667,1628,89,5477,2161,1799,8210,1051,234,4038,1925,6815,2315,28,52255,6932,1934,54989,28514,7144,16403,489,26809,17578,9793,18713,102932,8870,1192,4605,529,753,4508,27615,7635,1522,7907,32911,28092,20664,288,3928,2184,66,22,3584,76412,5597,4820,681,18993,14012,1603,324,2074,10445,46227,13716,3326,247,26823,18017,49202,0
Precentral L.4,37,693,222,444,3046,413,5615,6234,3806,6874,2530,388,5532,1471,3356,4882,252,64929,21143,14222,57308,86142,18895,17066,3720,32747,27228,31618,18159,88767,25205,1736,8349,1739,1853,10481,44373,7377,4998,11876,26522,51287,21107,2351,6036,3840,154,26,11855,42240,14505,10343,596,24262,19027,2734,766,2231,28593,31936,10197,4360,132,34173,8419,18141,0
Parietal Sup L.7,51,483,381,894,1596,400,4330,7483,1221,9325,5971,315,3356,5527,8927,2659,111,39840,27850,10238,39747,96898,6065,20971,3513,13360,21463,56902,13273,105998,67331,761,6555,1124,914,2720,21589,19862,9541,3825,22257,97249,17770,12690,3019,5282,22,59,1635,86086,37288,2707,2189,9902,25640,21151,202,3122,5571,40375,55574,4315,1788,21392,44293,61762,0
Precuneus L.5,26,586,135,190,2171,216,7548,5011,5287,4289,923,356,2319,746,715,4114,113,80492,15896,9816,61290,89361,16123,11610,1205,52111,20880,16066,37937,89285,13696,1379,8290,1530,2666,10679,17328,4454,1630,32855,19295,30183,21347,728,9812,2314,48,35,36501,14339,2094,1919,476,25001,9626,1563,1253,1574,18225,8945,3239,2078,76,6665,2096,1730,0
Supp Motor Area L.6,36,674,177,453,2874,241,5213,4474,3825,7410,1812,465,5388,1671,3416,4278,114,65746,14561,6893,49275,55297,19381,17909,1588,29834,30759,25429,16951,84530,13752,1303,8587,1420,1304,8518,45911,9267,3655,10165,21447,41218,24197,1351,6677,3549,127,69,13218,46957,9156,7848,666,25681,19361,2972,1079,2877,28706,33038,10494,6024,194,32861,10891,17824,0
Precentral L.8,5,121,6,4,712,2,2384,223,1057,123,5,14,55,2,1,1455,0,33809,1304,102,21541,5092,7320,300,1,16852,694,133,17120,3574,34,1313,468,10,237,3125,823,18,2,14269,783,124,841,0,462,15,0,1,6121,14,1,69,0,684,40,0,32,3,382,29,1,8,0,4,0,0,0
Parietal Sup L.8,48,738,666,462,2317,3603,7134,18454,5418,7970,8246,495,3636,3335,2112,2974,8800,60574,56242,133936,49130,268184,13532,16464,43092,32968,27766,125466,31514,200729,103564,1728,9885,8634,2870,12387,21163,17569,36030,20857,19204,127354,38866,18695,9376,6208,98,59,33771,32949,27685,4054,4721,30055,30372,15869,1040,2648,25626,20585,23253,3570,517,13470,9785,6133,0
Precentral L.11,44,434,176,770,1189,184,5081,3051,1461,8593,1801,244,3265,3238,8021,1313,36,43513,8355,4224,50072,42156,4595,15716,1006,21089,16490,16198,18124,112471,16238,935,4157,627,838,3036,19737,12701,3652,6965,27903,43128,20780,1131,3814,2636,13,39,2908,90052,9397,2453,1736,15967,17642,4288,248,2364,6990,39563,23234,3655,725,21802,32977,57569,0
Parietal Sup R.4,41,711,281,539,2407,515,5438,8197,4045,8843,3157,486,5214,3100,3888,3549,336,56185,25591,17957,42724,116434,13351,21643,4108,28973,40688,40622,15398,109922,39814,1052,8708,2782,1746,7261,32597,14972,8197,9554,23091,87469,30987,3524,6609,4923,60,116,15331,51975,13374,5161,1813,24221,34325,9154,1334,3343,29462,35975,22830,5681,1015,29523,18068,18851,0
Postcentral R.7,61,405,751,1079,997,2919,3226,11115,881,8365,13268,310,2100,9016,10787,1496,4191,24633,30492,60581,31563,119887,3353,14155,40393,8533,16738,97999,8454,99098,117325,455,4876,4136,1120,1585,10116,23219,60036,2648,10274,129011,14706,31652,2142,6903,22,75,1362,85274,88479,905,11716,5508,25758,40096,134,2830,1900,22831,96449,2989,2805,12032,71717,74321,0
Supp Motor Area R.4,16,380,52,68,1762,63,4889,1791,4108,1871,171,108,911,197,129,3078,38,55522,7290,2484,46929,31977,17870,5864,139,42213,8504,3788,27556,33569,2133,2266,2694,369,1347,12266,9187,2302,240,26497,5950,5526,14967,76,3267,370,26,9,32550,2912,134,1252,149,11097,3416,162,296,212,8811,2212,435,444,20,1382,300,127,0
Precentral R.11,53,453,484,894,1353,1464,4337,8324,1316,8706,7436,421,2842,5420,9106,1906,1657,38224,26040,36415,41670,104747,5372,17259,17168,16135,16342,66401,13497,114686,70007,790,7261,3486,1350,2728,18335,16563,27492,5198,17465,86134,19878,10350,3936,6938,42,123,2519,87900,52712,2016,4744,10818,22576,16324,363,3991,4422,35701,50296,4840,1235,17493,45548,65299,0
Precentral R.12,50,371,284,941,1083,405,3956,4733,1034,9212,3409,210,1907,5599,10187,1574,133,34174,16063,9274,37506,58581,4016,18482,2818,13331,17247,28680,12757,113974,34923,720,4618,1130,635,2150,13353,17936,8902,4278,15305,77097,20663,3553,2414,3874,9,19,1879,109154,17019,1203,3965,8431,19119,11603,172,2307,2610,31965,48308,1933,1916,9349,57435,74648,0
Precentral R.13,42,750,359,502,3564,1077,5359,9703,3685,7135,4317,875,6081,2495,3591,7190,1430,70704,41261,34745,47247,124274,21325,18159,11093,28891,25600,52626,15374,97645,45172,1193,17890,5363,3074,10523,49735,10578,12837,7567,21621,82544,18066,4583,10661,7442,234,182,9617,39732,22825,11007,1260,24036,29270,7718,1850,6496,28606,28147,18260,9798,516,38398,13334,18074,0
Precentral R.1,39,486,131,610,1449,113,6102,2619,2231,7471,1585,197,3992,1338,6103,1675,27,53074,7571,2588,63701,39256,7177,15399,706,33147,10951,16253,22193,100746,14023,1458,4102,478,1351,5565,21973,5408,2034,10562,36766,24893,22068,903,4320,2493,49,6,5738,67002,12071,3933,514,24052,8743,1167,224,1504,13509,43992,9421,2084,91,26582,11526,43791,0
Supp Motor Area R.3,40,465,121,659,1482,95,5612,2205,1920,7976,1296,182,3795,1721,6768,1848,17,50414,6216,2071,59465,30518,7114,17150,423,28231,12141,13460,19738,105166,9580,1401,3360,376,636,4717,23660,6445,2030,8936,33640,26825,22357,536,3641,1431,77,13,4338,77689,9120,4348,571,20508,10585,1438,239,1571,11042,43950,10666,2955,242,25262,17379,48968,0
Frontal Mid R.11,16,134,90,30,465,227,1476,1407,307,359,262,40,82,55,16,908,269,14614,4412,4991,18266,20285,1489,932,747,4726,949,2916,6832,7010,1947,348,780,283,167,596,879,255,372,1285,546,1266,643,152,254,175,1,2,362,210,112,107,9,319,220,83,17,38,94,89,58,30,2,24,13,3,0
Frontal Mid R.3,5,69,5,5,357,0,1177,118,199,104,6,6,21,3,1,824,0,17361,569,0,15067,2616,1579,391,0,4058,393,100,7919,2164,56,516,164,0,32,487,330,26,0,1557,243,83,283,1,67,12,1,0,270,25,1,25,0,96,21,2,6,2,23,8,1,4,0,0,0,0,0
Frontal Sup R.3,9,130,18,18,698,10,1732,487,1170,403,37,7,68,22,15,1801,0,19755,2591,398,21914,7908,7510,1456,17,12472,1117,843,12922,10124,418,637,206,12,43,6759,1188,133,22,4375,681,642,3562,7,145,12,0,0,10429,436,21,78,4,954,105,16,0,9,149,113,21,10,0,27,12,6,0
Frontal Mid R.14,26,236,235,90,715,991,2609,4085,553,1173,1161,88,233,345,103,947,2233,26814,12035,24423,31543,59226,2377,2598,5175,8576,3460,14337,10074,22803,9875,437,1649,1185,661,1010,1996,1589,3178,2698,2080,7659,1913,1100,853,592,5,6,821,1593,1029,130,333,1045,1344,908,40,149,301,424,694,94,26,140,225,49,0
Parietal Sup R.3,38,650,400,303,1943,1751,8442,12730,5186,6166,3637,311,2266,1873,1175,2431,3736,70404,35573,77498,64920,240217,13071,13415,15051,47137,24615,65968,44464,172763,52973,1901,6886,4301,2377,9880,15299,11077,13538,36422,18735,73057,33517,4981,7016,2913,41,41,34391,22863,9196,1636,2701,24033,16116,5833,1109,1527,15996,12490,10939,1677,267,6093,4651,2922,0
Parietal Sup R.5,46,816,502,533,3122,1820,6194,16158,4758,8836,6694,524,5339,3240,3426,5093,2988,64243,58102,80501,49370,245779,18693,22273,21031,33602,36429,96797,19088,153824,99789,1373,10048,5575,2153,10852,38392,14464,21339,11508,19365,133064,29884,13208,7859,6153,124,71,18702,47330,32585,6894,2907,27446,32935,14083,1019,3376,31421,31812,24349,5811,733,28782,14732,15230,0
Parietal Inf R.4,28,418,204,174,1893,544,6803,5536,2212,3716,1427,156,861,818,487,3337,603,77522,23037,20295,61820,117446,11396,11914,3407,31785,15391,27175,51158,88368,18506,2553,4594,1136,1163,6569,10655,7407,3428,23814,10792,22578,16937,1833,2556,1458,18,44,10478,11273,2473,1255,946,7773,6153,1841,137,475,2814,4101,3572,574,89,1335,1501,782,0
Parietal Inf R.5,51,797,670,605,2923,3112,5161,18392,4314,9322,9633,587,5481,4228,3852,4114,6766,48914,63088,113332,39714,226016,16472,20767,40057,22455,35752,125199,14143,154850,115342,1122,11441,8810,2615,10067,34705,19804,37296,7701,15521,162245,31376,22748,8173,8138,115,94,16003,48515,46514,9129,4902,24534,41240,20994,707,4058,30712,34808,35156,4977,948,30217,17425,17094,0
Precentral R.3,44,451,182,764,1502,235,5056,3583,1603,8808,1991,280,3221,2957,8061,2382,126,47098,13995,5896,49293,46814,7076,19220,1550,21623,15864,18285,16588,111968,21754,1111,5882,1071,1147,3745,22101,10319,4512,6728,26192,46797,22240,782,4447,3645,58,38,3179,91189,12451,2738,1519,16277,16608,3703,306,2447,7330,43229,21620,3454,518,19933,29725,59245,0
Precuneus R.5,30,613,211,224,2223,497,7831,7714,5259,4877,1731,284,2309,955,877,3787,458,80783,24161,24123,64039,145049,15769,13264,3580,50810,21744,31130,38466,122100,28054,1920,7134,2059,1885,11397,17775,5667,3778,33139,19780,43464,23929,2020,7591,2349,42,14,35700,17948,4731,2045,649,23577,10480,2516,805,1195,17807,10456,4716,1656,65,6552,2668,2224,0
Parietal Sup R.8,47,643,668,413,1988,3885,8087,17176,4861,7026,7687,401,2287,3031,1612,2425,10505,62347,52154,138796,51683,280842,14694,15412,44712,32322,19863,121934,46311,210632,93133,1902,8643,7554,2756,10152,15436,14798,34294,33271,18394,101547,35885,16926,9232,4974,63,43,33037,27822,21686,1706,5202,24996,19683,13872,1129,2059,15411,13408,19710,2166,479,6171,7192,3787,0
Frontal Sup Medial L.1,21,193,123,87,534,279,1569,2223,503,979,606,56,273,288,157,557,232,12480,5873,7237,15249,25828,1726,1811,1392,5255,2334,6319,3462,13815,5310,259,969,350,274,1052,1880,770,1072,1434,1722,6343,1684,498,543,389,6,0,701,1846,713,241,238,1120,1049,505,28,141,471,735,839,114,7,254,341,148,0
Frontal Sup Medial L.4,22,197,130,101,502,280,1629,2283,503,1120,696,79,288,368,196,459,199,12318,5446,6903,15989,27194,1588,1972,1485,5189,2554,7135,3675,15047,6053,262,1372,481,212,961,1862,1058,1266,1442,1796,7482,1979,611,572,506,6,7,692,2311,871,204,288,1212,1211,769,58,263,484,787,1127,149,25,284,485,189,0
Frontal Sup R.6,19,164,88,83,490,130,1529,1420,322,958,432,56,231,242,165,614,65,13811,4122,2788,15647,17520,1369,1989,549,3629,2226,4706,3860,12307,3464,256,941,247,273,481,1697,964,651,1068,1456,4015,1490,265,436,329,4,1,290,2035,642,201,71,824,855,482,24,168,262,724,562,123,50,261,360,179,0
Frontal Sup R.7,18,151,72,81,355,87,1503,1090,312,887,333,53,242,225,171,299,34,12076,2339,1841,13788,14289,937,1398,309,3790,2080,3201,3703,11667,2318,218,763,177,202,483,1530,826,493,1130,1587,3355,1285,187,471,315,4,1,337,2013,441,141,58,896,939,363,17,140,270,759,594,145,12,286,373,196,0
Frontal Sup Medial R.3,19,184,86,85,498,116,1540,1631,453,1021,431,38,292,252,170,494,50,11954,4362,3084,14293,19891,1556,1876,480,4829,2931,4627,3345,12533,4077,227,648,158,210,856,1828,901,623,1339,1900,5220,1659,309,492,259,3,2,584,2079,594,245,73,1121,1202,501,27,100,455,872,670,86,24,300,376,176,0
Angular L.1,21,220,100,110,682,148,2228,2133,538,1531,526,56,312,404,252,969,60,21980,6564,4654,23924,31953,2060,3403,629,6774,4922,6869,6712,21161,6005,336,1079,208,291,917,2537,1787,947,1896,2208,7991,2524,378,595,454,0,0,710,3903,666,222,219,1295,1667,790,25,186,439,1152,1226,148,49,311,720,301,0
Frontal Sup L.3,12,105,38,28,286,37,1056,622,222,333,112,19,81,45,26,280,12,8998,1581,848,9398,8515,843,652,86,2932,735,1252,2904,4649,851,201,316,70,106,363,546,171,107,936,558,868,573,55,142,76,0,0,238,328,77,78,6,333,159,51,4,23,110,138,69,12,4,51,12,16,0
Frontal Sup L.4,9,87,21,15,244,12,910,393,192,195,46,13,41,19,7,273,0,8194,1043,314,8684,5770,653,382,24,2584,507,568,2416,2857,422,151,220,24,85,366,290,71,18,730,334,428,336,22,115,34,0,0,220,94,18,37,6,144,56,16,4,17,60,41,18,5,2,8,1,1,0
Occipital Mid L.6,22,230,117,114,720,216,2176,2462,532,1482,640,85,358,412,272,920,158,19924,7463,6632,25822,34659,2052,3187,997,6102,4713,7483,7076,21488,7226,348,1477,532,260,1077,2848,1679,1275,1673,2423,8219,2138,442,767,632,4,11,664,3750,960,260,203,1133,1886,827,58,218,429,1287,1314,181,44,427,743,352,0
Frontal Med Orb L.1,13,121,49,29,449,53,926,870,321,276,170,16,137,40,23,693,12,9949,3144,1307,8089,9186,1909,572,171,3309,825,1511,2346,4633,1474,153,274,69,33,706,1038,95,132,1049,758,1267,488,136,163,52,0,0,493,204,128,214,8,443,198,63,16,21,216,113,40,26,2,98,15,8,0
Frontal Sup Medial L.2,17,134,71,65,284,109,1231,1064,331,726,279,21,156,180,112,197,59,7999,2281,2444,10768,12314,938,1053,385,3568,1786,2751,3118,9719,1810,205,291,90,75,583,899,693,397,1218,1252,3013,1285,160,219,138,0,0,512,1351,277,68,123,761,597,213,4,42,220,510,445,31,2,128,215,104,0
Frontal Sup Orb L.2,9,68,23,13,142,19,565,294,152,150,46,12,38,12,7,85,4,4032,536,321,4953,3049,440,253,39,1550,371,471,1412,2002,220,79,171,19,22,237,227,55,18,518,223,252,271,15,67,41,0,0,197,78,23,19,2,157,50,12,5,10,62,45,9,6,0,9,3,1,0
Cingulum Mid L.7,16,172,64,56,635,87,1853,1188,449,846,249,41,232,137,87,967,27,19231,3998,2287,21315,16946,2279,2156,322,5529,2897,3343,6824,12399,1776,286,748,135,249,840,2339,719,321,1672,1544,2901,1544,130,512,228,1,1,578,1413,252,260,58,1089,806,192,34,84,368,588,291,82,8,230,144,75,0
Cingulum Ant L.6,12,90,36,30,257,27,914,455,189,327,123,12,92,33,37,262,1,7671,1173,471,7626,5250,851,647,80,2440,690,1199,2560,4216,558,123,207,24,63,279,633,100,79,914,765,700,533,70,134,62,0,0,214,455,127,135,0,347,113,44,4,19,127,222,40,2,0,66,25,29,0
Precuneus L.9,26,205,184,141,448,472,2021,2828,386,1515,1193,53,338,614,321,441,410,14664,5783,10697,24144,37982,941,2577,2967,4711,3760,11662,7370,20943,8812,214,873,347,244,452,1864,2232,2904,1565,2432,10610,2091,1155,454,524,0,0,435,3861,1832,244,378,980,2046,1736,12,179,382,1219,2109,149,113,386,971,375,0
Precuneus L.10,27,219,207,144,636,600,2307,3290,557,1566,1400,61,358,575,350,761,750,19279,9641,13473,27163,46867,2580,3128,3845,7697,3484,15095,9280,26884,11040,672,1057,545,208,1289,2538,1883,3332,3290,2398,10815,3175,1618,467,516,6,0,1163,3932,2542,241,378,1219,1930,1556,12,172,344,1385,2036,206,57,453,961,475,0
Frontal Sup Medial R.1,21,200,124,86,593,266,1609,2234,505,1108,643,69,260,272,149,765,234,14097,6190,6788,15860,25542,1908,2270,1247,4941,3668,7870,3924,14563,5498,251,1162,372,242,914,2144,1093,1212,1454,1576,5673,2112,590,602,506,2,2,736,1964,813,208,146,1100,1097,580,49,181,409,817,697,136,17,220,312,137,0
Frontal Sup Medial R.2,12,111,32,34,304,30,1096,549,231,418,88,16,111,54,48,292,10,9403,1372,690,9019,7024,874,737,65,2834,1075,964,3069,5288,733,156,232,47,133,296,741,243,83,1102,975,962,681,18,158,65,0,0,247,616,89,150,17,418,243,37,3,24,143,264,83,8,2,85,52,39,0
Frontal Sup Medial R.4,21,202,113,97,559,211,1621,2137,504,1189,581,38,319,352,186,645,138,13057,5682,5741,16263,25121,1695,2180,976,5176,3591,6576,3794,15184,5444,239,651,194,269,890,2269,1284,1079,1382,1878,7140,2051,441,419,264,1,1,718,2492,711,303,215,1296,1580,732,20,88,477,828,987,139,55,352,477,174,0
Precuneus R.7,25,232,179,121,619,522,2297,3213,545,1509,1019,77,346,513,246,595,653,19508,8037,13618,28830,46697,1674,2902,2914,6448,4531,11853,9616,22522,8664,414,1264,660,374,906,2535,1922,2644,2200,1993,10278,2663,799,576,620,2,2,721,3402,1361,251,400,1161,2069,1224,35,210,463,1095,1575,187,93,379,736,251,0
Parietal Inf L.1,26,385,210,115,2147,711,4943,5795,1642,2404,1238,118,595,431,220,5772,1139,69630,30796,27556,50774,108084,14439,9384,4186,26386,10974,23869,30230,57253,15610,1937,3121,1142,643,6295,8449,3010,3138,13673,5358,15698,8449,1249,1207,1003,10,15,5828,5240,1789,1381,287,3756,3265,1111,49,268,1586,1882,1241,219,38,637,529,243,0
Parietal Inf L.5,14,197,43,48,851,39,2261,1147,580,844,157,49,236,85,83,1529,7,28141,4668,1407,22249,20376,3392,2450,109,8394,3469,2578,6971,12959,2019,398,1178,137,192,1319,2543,424,173,2376,1957,2499,1628,69,563,199,7,0,820,1439,186,290,10,1137,557,77,47,124,407,612,175,79,2,217,110,83,0
Frontal Mid L.6,14,165,67,24,728,134,1801,1452,416,363,186,61,104,30,14,1611,108,23740,5860,3958,19989,21976,2855,1044,435,6213,1394,2597,5546,7285,1930,372,1429,361,269,911,1253,146,172,1520,878,1214,627,112,484,194,4,2,524,234,92,161,0,507,151,33,40,72,150,101,42,31,0,32,4,3,0
Precuneus L.4,12,164,36,30,623,31,2060,951,602,501,106,45,131,55,28,890,5,22258,3126,1134,26643,17709,2667,1435,81,9684,1571,1634,8078,9294,1400,368,1028,127,357,1389,1326,223,80,2920,951,1586,1240,48,594,175,0,0,1113,489,73,126,17,842,256,74,30,73,278,201,73,37,4,68,27,13,0
Angular L.3,17,195,73,63,570,122,1968,1582,539,944,293,38,259,143,122,679,83,17643,4072,3875,20021,23667,1742,1998,420,6691,3257,4119,5246,13872,2872,251,804,155,189,974,2182,643,475,1674,1809,3606,1766,145,461,164,3,1,711,1904,395,164,61,1363,789,107,24,109,429,748,333,100,8,287,216,137,0
Angular R.1,27,276,208,143,858,647,2742,4461,760,1783,1314,97,369,631,333,1093,916,26213,14261,20627,34660,65743,3070,3632,3885,10620,5328,15940,9058,30859,15758,453,1746,999,563,1710,2748,2314,3551,2626,2541,13696,3155,1294,946,792,1,3,1175,4401,2027,242,543,1429,2069,1555,44,284,554,1313,2297,198,61,348,1008,413,0
Parietal Inf R.3,18,221,94,59,875,168,2488,2125,540,990,430,58,263,140,78,1449,119,28475,7873,5101,25334,33964,2932,2839,676,8001,3853,6596,7868,16288,4595,477,1281,357,392,1089,2768,930,633,2297,2325,4203,1697,423,637,315,1,1,660,1352,459,293,59,1196,897,244,33,92,420,532,275,111,5,208,116,51,0
Angular R.2,26,291,216,109,959,782,3054,4733,817,1604,1209,108,361,420,189,1201,1305,30039,15471,24657,34695,71535,3429,3492,4686,11067,5865,16704,9577,30132,13317,530,2123,1233,807,1719,3004,2072,3053,3185,2924,11266,3341,1130,1162,857,4,5,1275,2831,1511,305,341,1673,1939,1025,56,234,594,1054,1226,133,40,291,461,172,0
Parietal Sup R.6,28,431,220,158,2130,657,6017,6724,1803,3319,1539,120,677,671,409,4815,850,71518,32594,29676,65608,136469,11342,11694,4378,27618,14199,31060,40760,76828,24216,2022,3596,1083,695,5118,8771,4851,3851,17060,7905,21648,11872,1714,1568,1153,15,10,6134,9537,2946,993,418,4776,3771,1887,37,361,1772,3375,2549,321,108,800,1183,591,0
Angular R.4,26,335,211,114,1401,705,4019,5117,1040,2164,1252,114,433,445,198,2761,1122,46556,20055,23672,52060,88002,6273,7015,4074,17190,9397,22289,20523,42070,14413,990,2911,1230,688,2938,5143,3046,3247,5754,3986,13592,5586,1396,1126,907,10,7,2207,4418,1628,448,332,2566,2286,1205,52,253,768,1392,1276,199,30,362,455,185,0
Angular R.5,23,221,133,120,564,283,2070,2515,510,1547,743,71,329,458,287,528,222,16512,6025,7809,24501,34547,1512,2914,1471,5974,4903,8817,6298,21394,7050,302,1097,393,222,849,2377,1979,1521,1571,2112,8932,2559,557,607,536,3,3,624,4035,1097,170,309,1157,1686,897,35,244,425,1295,1563,184,46,365,804,368,0
Frontal Mid R.4,17,184,84,52,558,170,1793,1701,469,777,309,65,168,132,69,707,160,16691,4884,4644,19412,23799,1729,1760,616,6163,2693,4281,4830,11621,3076,319,1169,390,347,785,1371,736,399,1811,1188,3045,1511,174,661,353,2,1,606,1052,319,105,109,776,580,199,63,106,235,375,245,70,9,112,99,51,0
