id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
Temporal Mid R.12,43,622,476,427,2795,1875,6748,13290,3039,7106,5583,373,2491,2725,2158,7020,3234,72965,55694,70630,75255,228951,17614,24188,18959,36569,19769,87648,31575,142410,81655,1514,8084,5249,2138,9003,25343,14023,20575,14405,17204,83212,23496,11301,4370,4242,146,104,9275,36112,19830,3032,3571,17009,19385,10672,483,1850,7978,15100,18214,2652,373,8673,9224,7457,0
Temporal Mid R.15,32,569,254,242,2667,580,6858,8554,3551,4943,2345,202,1869,1190,845,7154,397,78622,38839,24744,72685,166204,19568,17113,4408,46297,19507,43418,30585,112337,39454,1770,5294,1809,1069,12674,18430,7441,5592,17851,16028,47332,20698,4015,3235,2057,34,15,14127,16836,5894,2383,824,14807,11166,4237,190,785,9175,7862,5789,915,180,4710,2837,1787,0
Frontal Sup Orb R.3,20,496,91,99,4060,123,4890,3590,3295,2610,526,176,1436,217,274,15674,55,87476,22933,6318,60895,62493,36849,15032,577,38820,12367,11238,20672,44512,7832,1684,5697,627,1572,15785,23491,2257,627,11498,8309,11827,10828,460,3127,1263,103,14,12108,6075,1107,5281,90,10532,3765,323,283,467,8732,4473,727,427,11,3147,324,544,0
Fusiform R.10,63,540,1148,805,1576,8932,6793,21776,3150,8362,17662,210,1461,7908,5209,2628,34274,49978,69620,253479,79633,355105,13008,13884,135864,36501,15492,188972,46515,246803,205075,1845,4265,6714,1812,12776,9480,27264,109270,24126,10838,140199,29055,42644,4241,3803,10,15,18202,58466,79778,994,17826,11077,20277,43150,229,1177,4466,14070,73242,784,1662,2790,36150,21805,0
Fusiform L.2,29,634,180,226,3124,341,8478,6596,6114,4822,1533,148,3019,771,1009,5008,243,120025,29891,15849,92143,130010,30294,15385,2365,68124,16624,28107,50872,122706,21511,2828,4603,1215,1525,24788,27493,4331,2768,28913,21604,39656,27643,1687,4566,1074,29,15,37577,17627,5104,6040,396,28564,10342,1911,298,414,26303,14293,3710,972,42,10965,2340,3185,0
Hippocampus L.1,20,410,102,88,2975,168,6391,4019,3861,2247,515,51,711,302,155,10608,99,88345,27821,8195,66007,93251,35643,14048,726,50763,8415,11992,43713,70651,10477,2376,2105,307,867,20780,8674,2711,789,29462,8188,13725,16659,477,1358,362,9,0,22427,3718,596,2214,219,7702,2991,599,60,83,4967,1873,831,126,41,776,332,136,0
Fusiform R.3,31,694,274,191,4467,760,9048,11081,6236,4919,2476,215,2195,714,545,11737,642,124969,63393,39031,88494,238620,44798,23900,6736,72727,23536,55178,50219,156466,47132,3299,7843,1812,2540,27740,29532,7487,4857,40414,17881,48151,30842,4743,4741,2471,41,0,36529,12661,6158,5520,383,22836,10159,2839,414,591,14592,7781,3018,907,65,4669,1006,1018,0
ParaHippocampal R.3,10,277,13,32,2855,2,3598,730,2492,1009,27,15,362,44,47,14850,0,68097,7171,136,45165,17000,35552,7585,1,31034,4970,578,25492,20410,707,1062,873,6,208,16362,6157,283,6,12769,2997,2345,7129,9,414,52,5,0,12789,1348,13,2039,6,2634,604,17,10,21,2676,885,66,32,2,257,55,35,0
Temporal Inf L.6,29,591,156,250,3541,268,6685,5532,3153,5682,1221,250,2417,966,1199,9923,128,95008,25094,12699,79855,113024,24112,23549,1694,40623,27105,22158,42003,91164,21147,2006,7708,1163,1417,10058,33371,7962,2487,17394,15910,30243,21115,1021,4098,2549,122,6,9421,25479,3690,5516,581,14966,12957,1693,308,912,9835,14629,4844,1599,71,7509,3764,3778,0
Temporal Mid R.14,25,547,137,163,4376,187,5258,4518,3056,3486,1056,337,2225,478,579,17788,50,93732,29807,7117,62346,68244,36114,16764,1204,34886,12534,18432,21164,58111,12474,1588,9879,1057,1918,12601,33834,2901,1410,10375,12222,21796,11566,1260,4222,2619,165,23,8606,11225,2834,7945,96,13035,6852,1183,545,1293,10714,7372,2096,1621,28,6566,1074,1415,0
Temporal Sup L.2,29,411,149,257,1578,232,4564,3739,1478,4355,1160,100,1607,1007,1255,2475,110,45235,12691,7737,60798,65625,6974,11483,1318,18334,19370,18141,20596,62502,11802,877,2288,465,404,3146,14052,5250,2481,7262,12052,26104,11120,939,1389,791,24,3,2950,20071,3517,2096,475,7202,8446,1693,74,510,4379,10097,4869,780,152,5226,4272,3925,0
Temporal Sup L.4,41,325,327,493,808,863,4595,6013,844,5347,3407,76,744,3350,3040,920,737,38001,15637,24313,63957,114413,2683,10244,7313,13354,11516,38476,29776,91531,35404,761,1503,835,221,1309,4711,9628,10660,6534,7519,57985,10866,5133,891,980,11,5,1346,37994,10366,381,4560,3151,7561,8871,24,620,983,7875,24148,363,671,1434,17119,11692,0
Rolandic Oper L.4,45,383,531,459,982,2438,3868,8931,783,4817,6237,224,1328,3045,2470,1182,5143,30153,23482,58308,69333,122369,2965,7466,25813,10517,12384,63345,17726,72007,54063,523,3767,3358,434,1055,8421,10085,26758,3321,10380,55470,7893,10679,1370,2974,24,41,855,25754,23385,736,3440,3973,11795,11544,91,1062,1554,9919,20853,1564,449,4240,12111,8820,0
Temporal Sup R.4,41,337,328,492,870,853,4674,6322,930,5468,3459,80,765,3315,3033,975,699,40380,17386,25053,63971,120154,3015,10551,7265,14662,12508,40597,29915,93960,39052,836,1462,800,227,1671,5066,9885,10689,7236,7270,58633,11384,5349,937,1125,11,6,1643,38465,10815,392,4399,3324,7712,8935,20,631,1059,8108,23823,390,661,1466,16962,11673,0
Frontal Inf Orb R.3,13,275,41,37,1583,40,3825,1639,1894,941,128,72,288,75,43,3651,11,55155,8775,2091,43797,34133,12183,3528,102,27606,5411,2805,18801,24378,2717,1325,2359,207,626,7675,4171,621,126,11064,2975,3013,4284,62,1457,255,17,8,8694,1200,95,426,26,2814,828,83,117,118,1253,405,125,118,2,177,61,22,0
Temporal Mid R.4,28,524,180,198,2201,315,6147,6562,3472,4122,1446,160,1572,843,672,3789,196,66918,26722,14366,70448,131991,14088,12721,1969,47839,19122,26133,25464,93185,26594,1559,3814,1232,859,12366,12727,4622,2741,15292,12862,36320,18518,1979,2717,1243,50,13,14700,13556,3442,2328,412,11252,7824,2361,185,562,8240,6687,3766,837,133,3244,2156,1320,0
Temporal Sup R.7,39,403,311,430,1247,794,5015,7019,1301,5559,3268,119,1249,2589,2488,1678,796,47583,22503,25823,65626,131630,5254,11836,6409,19578,16076,43468,28903,95562,42151,1047,2378,1093,455,3175,9662,9454,9652,8537,9050,54239,12694,5041,1368,1467,11,12,3228,33488,11272,787,2930,5289,10438,7204,42,724,1826,10555,17138,876,411,3768,12217,9181,0
Frontal Inf Orb R.5,41,497,498,322,1738,2329,5537,10905,1738,4535,5351,331,1889,1733,1247,2555,4464,53831,34811,70677,73134,181309,6961,9641,25007,22389,15539,69534,28788,91336,52970,892,6595,4407,1022,4139,14892,8132,19174,9220,12879,55360,11504,10648,2715,3144,57,91,4305,16365,16419,2603,1458,7711,11627,7198,285,1570,4771,8473,8731,2336,341,6066,4542,3288,0
Temporal Sup R.10,41,331,333,487,835,951,4555,6209,871,5227,3420,117,785,3294,2995,1014,936,39280,17028,27231,64727,115158,2947,9469,8189,14364,11565,37453,28417,90114,36856,748,2110,1258,291,1502,4846,9287,11327,6016,7398,56269,10222,4794,1228,1467,16,17,1387,36851,10423,335,4689,3426,8030,8365,47,815,939,7774,23753,683,539,1638,16693,11562,0
Temporal Inf L.9,29,554,141,265,3056,190,6933,4443,2876,5961,1068,233,2321,1101,1295,8402,115,91131,17517,7547,82382,88544,20162,23600,899,35923,28174,18989,47477,96347,15402,1775,6216,761,1302,7972,30201,9405,2002,16669,18276,29656,22439,1036,4116,2022,97,6,8785,28382,2722,4815,680,15082,13173,1945,297,1010,9143,14754,5766,1833,70,7242,4441,4075,0
Frontal Sup L.1,17,372,62,74,2078,44,6666,2364,3241,1964,306,104,708,186,144,6302,6,96128,10028,2110,82793,54772,20737,8815,120,51849,8921,6596,46314,54739,5096,4684,3348,294,839,12411,9742,1539,317,33183,8599,7945,11983,267,3136,577,36,3,20242,4064,407,1123,35,9590,2151,329,268,237,3899,1948,463,346,15,847,269,152,0
Paracentral Lobule L.1,38,663,197,506,2484,183,9835,5085,4570,8238,2088,618,4986,2367,3798,5258,35,110961,17624,5019,133372,92542,17989,22395,1092,76444,19146,25585,48868,151668,21967,2471,13836,1491,3673,13611,34005,13154,3002,26461,45897,52676,35746,2572,11972,5819,264,128,19936,50951,8927,4884,1079,41720,25068,5528,1549,4758,26552,35893,16767,7229,706,28184,14596,19511,0
Supp Motor Area L.3,25,572,129,171,2539,159,8989,4717,5283,4053,899,339,2140,692,550,5351,60,103120,16732,6756,121182,99787,20813,13930,714,70207,16242,16371,59807,96594,14196,4473,9046,1144,3134,18998,18443,5447,1556,39280,20702,24807,23700,944,8657,2346,153,36,34861,11515,1789,3497,274,23371,10100,1696,1121,1316,17133,7601,2703,2139,132,5274,1760,1022,0
Paracentral Lobule L.2,50,556,384,841,1761,624,8862,7171,2688,10769,5358,572,4080,5844,7774,3304,244,88669,23066,14740,122240,126400,10652,26006,4979,47202,19213,56804,45015,200013,46111,1733,13621,2444,2132,4911,25791,27615,14315,19089,51070,95315,38997,8842,8323,8557,76,96,9194,94158,28474,2483,4079,27068,34436,20752,1084,5942,13907,47062,50944,7601,2865,24670,46632,48174,0
Frontal Mid L.8,16,253,58,62,1509,50,4719,1756,1598,1227,255,64,342,152,103,5039,10,77032,10010,1771,58880,43080,16393,6517,163,32439,4226,4659,32090,34680,4036,3755,1997,208,688,8327,3973,1009,262,17296,3890,4755,6942,173,1177,375,9,4,6923,2018,294,483,22,2891,1217,268,69,128,1017,767,355,111,16,324,169,88,0
Precentral L.3,38,616,151,552,2097,104,10252,3752,3959,8288,1563,409,4967,1998,4771,2958,0,116216,10375,3091,137663,71106,13947,19059,451,78794,15232,17733,48604,154463,16177,2718,9035,691,2870,12898,32029,8396,2085,23804,60279,41767,32379,1412,9738,3281,48,46,14620,61449,8162,5579,653,40188,19468,3278,674,3215,23123,43200,12943,5651,361,30063,16000,28470,0
Supp Motor Area L.5,23,303,147,106,1231,307,5390,3677,1209,1627,899,171,510,368,197,2512,186,69368,13836,10705,80073,85055,6966,4827,1817,26947,5732,12048,45731,44356,11423,1804,4832,1055,1069,3632,4699,2092,1577,11612,5887,10913,4524,985,2201,1189,24,35,2805,2770,1347,485,185,3100,2206,1098,152,519,993,1126,1015,369,74,597,353,218,0
Frontal Mid L.11,34,759,362,199,4504,1641,10958,14413,6859,5144,2803,659,2086,1055,485,12600,3385,163648,76967,87158,120301,290210,44634,20792,13393,93803,25541,59970,62606,193226,51590,4848,19565,9290,7413,30668,29552,9085,9111,43934,18224,56216,28824,4036,17489,5448,156,102,43474,12705,4847,3461,1434,27606,13796,3359,2252,2271,14726,6874,4482,2282,132,3439,1541,656,0
Frontal Sup L.8,19,145,62,109,364,40,2775,965,370,1099,315,38,235,304,310,570,1,30536,2622,807,47033,23112,1570,1972,111,9107,1991,3022,19520,22421,2675,816,944,73,346,814,1356,963,329,3726,3285,4277,2060,221,576,256,5,1,610,3330,520,82,85,1103,934,400,14,152,192,1099,916,118,60,292,704,529,0
Frontal Sup L.11,20,148,77,113,296,98,2366,1204,327,1036,369,51,235,354,319,324,46,22917,2507,2244,42595,23279,798,1399,330,7505,1858,3060,13934,19657,3316,316,1001,215,338,473,1175,875,650,2302,2604,4746,1547,167,667,300,0,3,414,3149,548,72,172,942,1123,445,27,186,179,1001,1111,153,36,284,798,542,0
Precentral L.10,52,936,712,614,4436,3477,9983,21634,5568,10998,10333,1125,6427,4503,3787,7861,6798,132818,95412,132241,115524,358908,31062,32153,45722,68964,42028,163018,43452,239541,140704,2664,25414,14910,7904,19803,57259,27340,46387,21346,36180,176845,42209,25098,18327,14965,415,347,19404,55477,47805,11589,5350,40409,50604,22502,2442,8174,33425,36765,33288,11917,1429,34782,20457,15889,0
Precentral L.12,43,967,500,403,5402,2328,10675,17735,7450,9481,5382,1294,5405,2752,1879,12114,5105,164682,85817,101853,111255,301524,44863,33299,23669,81138,50766,103774,45454,217876,73880,3235,31817,13776,7959,28197,63854,20174,22291,28135,29897,123700,41434,7793,25617,13609,385,372,35565,38144,17624,9825,3071,47308,41050,11022,4159,8177,38416,25496,17272,10671,832,20676,9330,5401,0
Frontal Sup R.1,26,604,146,179,2881,232,9269,5349,5724,4651,1039,383,2167,730,599,6926,87,117749,19965,10478,113519,107849,25473,18122,1315,76358,21616,20228,57326,111646,15494,4080,9534,1592,3662,20599,22718,7029,2034,41558,18191,27878,28466,1032,11211,2783,103,37,38063,14713,2231,2733,324,26384,10431,1723,1384,1617,17150,8637,2932,2209,138,5238,1961,1173,0
Supp Motor Area R.2,33,724,207,321,3354,343,9619,6800,5930,6668,1908,578,4272,1572,1633,7003,197,117701,25830,13578,129060,126915,26884,22168,2393,78780,25894,30112,51887,135380,24411,3684,13587,2145,4276,21997,37120,11722,3693,33773,29673,50068,33764,2366,12960,5033,234,65,31501,28328,6062,6737,1023,38295,22895,4181,1666,3256,30159,19156,9056,5339,401,18443,6160,5388,0
Frontal Mid R.8,10,216,12,33,1556,1,4597,473,1590,955,25,10,248,43,51,5638,0,82311,2598,38,52238,13729,17416,5985,0,32479,4779,468,34814,22439,497,4468,392,6,115,8257,4081,468,5,20115,3747,1420,5998,5,747,24,0,0,7297,1637,14,569,2,2943,534,22,6,13,955,613,59,31,1,171,62,40,0
Supp Motor Area R.5,25,460,176,124,2763,419,8103,5838,2797,3194,1133,213,791,525,223,8843,323,118772,32662,18197,91157,137127,23027,14963,2430,46193,16618,26160,64701,88588,17487,4310,6926,1546,2048,11196,12180,4953,2759,30857,10543,19790,16268,1349,4310,1771,38,29,12809,6493,1460,1077,307,8972,4961,1619,216,610,2520,2226,1534,559,105,810,572,192,0
Frontal Mid R.12,63,1134,1171,782,5695,8654,9184,36590,5522,15036,19256,1793,7548,6957,4844,13989,28521,128501,170079,354666,77859,548893,32410,49507,142698,38329,72408,327161,33156,293800,269802,2182,36908,35118,8021,13062,80392,39475,111477,16086,28564,303261,43885,54139,21872,30392,483,674,17023,84772,92549,11255,8283,41212,78494,46859,4261,13225,34776,47883,59089,18960,2244,37655,30111,19695,0
Frontal Sup R.8,22,278,109,122,1788,109,4612,2856,1522,1952,720,95,420,413,298,6201,10,77913,19015,3800,62485,62639,17265,10225,460,30741,6709,11854,30862,48652,10365,3127,2405,270,641,8257,5758,2085,993,13911,4090,10998,9427,888,1158,716,12,15,6347,4563,1236,414,118,3226,1863,1055,46,371,726,1412,1404,281,65,509,661,425,0
Parietal Sup L.1,55,668,484,1001,3092,780,8054,11379,2096,13939,7708,730,4647,7896,9851,7385,172,106762,51236,24384,90507,186925,14889,46999,7775,31278,46267,92841,34432,212326,95702,2031,18220,3212,2390,5495,45934,33535,19127,11156,39532,168013,33928,18185,7005,11566,185,309,3555,136303,42049,5008,5195,19613,46598,32482,583,8295,8025,55040,83161,10128,2793,27454,66711,63405,0
Postcentral L.2,53,537,358,1020,2350,538,7426,7830,2263,13560,4497,349,2918,7650,10741,5255,88,95434,39666,17103,92623,123540,14893,42994,4169,37180,32145,53423,33683,224416,54350,1821,9036,1630,1559,7342,28815,29166,11595,12035,30357,143247,43401,6918,6115,5655,73,108,5753,155323,17726,2519,6615,18752,33809,20385,291,4771,7169,48467,71702,3920,3374,13391,76695,73558,0
Postcentral L.3,54,524,384,1047,2320,601,7352,8126,2125,13522,4983,276,2786,8199,11021,5101,126,95782,40258,18097,88965,129634,14418,43941,4711,35139,31190,58502,33807,227856,58605,1846,6891,1356,1484,6404,29186,31029,13570,12125,29388,148954,41331,7718,4899,5126,59,55,5186,156574,20390,2396,7155,17817,35703,23883,195,3714,6605,46099,77763,3080,4061,12616,81789,75085,0
Precentral L.1,54,563,409,1022,2346,779,7451,8846,2235,13477,5452,450,3308,8027,10546,4967,226,95646,40167,23739,92208,141330,13816,41597,7046,37327,34761,62697,33017,222154,63774,1790,10437,2424,1998,7071,30566,30364,16888,11613,30449,150404,41301,8403,6615,7397,73,151,5340,150310,23885,2769,7845,18629,37957,23823,347,5578,7216,47946,77271,5356,3360,17182,76663,70841,0
Supp Motor Area L.2,64,493,865,1151,1632,4102,7339,13744,2070,11629,15091,342,2501,11142,11329,2976,7977,76050,49855,95803,97944,218067,9841,29360,59744,35595,18673,144925,33245,231225,125374,1260,9016,4831,2411,5463,17265,36515,83101,11197,32050,173208,38250,29418,5297,7809,30,85,5652,120977,96137,1066,15725,17324,37162,55274,329,3842,6857,37520,118230,3064,5653,11947,89883,74234,0
Postcentral L.8,55,644,498,987,2656,1124,7860,10632,2122,13526,7556,762,4547,7910,9645,5489,741,99897,41251,29759,95134,175058,12507,39619,11463,32558,43420,87833,35559,213830,80660,1984,17004,4330,2334,5546,41709,35088,25631,11556,35206,153673,36854,14364,7324,11947,239,221,4242,135003,40115,4749,6927,19689,46252,30622,524,8369,7863,51964,79679,10386,2695,27673,66763,62055,0
Parietal Sup L.5,60,555,599,1171,2851,1661,7150,14111,2739,13552,9494,252,2289,10771,12294,7792,1460,99540,88620,69605,84723,225789,22815,45286,19401,37935,30118,103926,29799,276710,153890,2338,6293,2273,1656,13107,24591,37262,38353,13530,22701,193375,39916,17424,3459,5700,56,59,13043,159880,51518,2574,11682,12806,35045,42774,108,3467,4735,38662,115852,2141,5467,8353,100714,82990,0
Paracentral Lobule L.4,28,575,34,344,1905,0,9945,637,4491,5186,155,272,4579,574,2547,2197,0,98017,1091,0,147108,11486,13164,10116,0,83861,8987,1110,53684,90460,940,3633,5399,0,862,14460,26105,3078,0,33936,56487,5717,19746,39,6220,845,91,0,20711,31489,389,6140,0,39249,6121,232,1069,1475,27231,25609,2088,4067,96,25872,4663,12968,0
Parietal Sup L.7,59,894,739,972,4189,2997,9111,23265,4007,15151,12239,859,5859,8654,8619,9919,5188,121190,120354,146369,94731,424114,27406,46757,41329,47221,61847,169360,40684,290812,223242,2688,18420,10533,3931,15147,48829,40413,54407,17830,32175,239706,40231,26034,9670,13269,219,282,14930,128693,71208,6869,10015,23307,63206,43575,1135,8159,15371,56352,89002,11710,3189,35421,61131,50048,0
Paracentral Lobule L.5,46,584,243,792,2456,272,8656,5389,2653,11201,2678,521,4324,4520,7710,5719,78,102870,22145,7731,121141,89623,15089,31788,1468,47841,23745,29654,40636,188500,28534,2070,12847,1619,1722,6003,37650,18808,5877,17822,51058,80416,37048,2718,7614,6465,199,85,8035,104921,11715,5106,2571,26408,31651,9675,820,5272,13004,51951,35097,7271,1751,25636,42111,50124,0
Precentral L.6,39,580,106,635,2177,65,9586,2501,3177,9739,728,308,4592,2271,6075,4010,12,107195,8504,1823,135175,43753,13493,24720,187,61504,20234,7878,46543,163102,8173,2671,7396,474,1651,8621,34467,9809,976,22194,60650,36607,35080,333,7900,2325,120,36,10383,85004,1992,5455,942,33908,20617,2022,452,2785,17618,51756,12530,4893,568,27588,23289,39400,0
Supp Motor Area L.6,29,762,103,303,4715,85,9099,3454,6091,7020,757,511,4920,1012,1800,11569,14,150182,15723,3156,119347,58165,41901,24604,386,77022,34670,14521,42807,103204,7136,3928,12183,758,2669,23261,59610,7136,1107,28760,33671,27234,29458,393,11371,3070,288,42,29150,34280,2420,11212,275,40900,16891,1380,1903,2693,33965,26084,5104,5590,154,22561,5398,7120,0
Precuneus L.7,59,595,651,1060,2261,2392,7512,13169,1988,12745,10265,567,3731,9401,10451,4495,3357,89225,49830,68277,100227,210302,10828,36181,29358,34246,32816,110356,32252,212877,111226,1612,12296,5768,2946,5496,30889,34134,50156,9588,34349,173019,34089,17166,5949,10718,110,142,4258,129958,59277,3064,11652,16846,46695,36668,390,5648,6916,45285,95981,7224,4191,21467,79641,67679,0
Precuneus L.8,40,666,157,623,3026,96,9882,4243,3635,9489,1510,668,5453,2658,5616,6479,17,130344,19090,3072,130731,73737,19833,26197,482,69861,23469,15150,42659,162982,22400,2882,15604,885,2481,11707,46575,10359,1693,18779,59467,51044,29962,1550,11408,5827,284,83,11051,74941,5966,7887,827,36352,26575,4190,1379,5667,21547,48365,19042,9379,450,33405,22954,34219,0
Precentral L.11,45,637,256,734,2546,340,9297,5902,3074,10570,2863,715,5063,4262,6725,5362,101,113093,23316,9265,121021,102080,14784,27561,2149,57482,28067,30784,43076,182405,32262,2092,16634,2236,2722,8397,40260,19310,6742,17401,54295,77155,35207,3012,9774,7851,175,212,9230,89665,12663,5497,2836,32102,34295,9781,990,6694,16515,48080,32865,9879,1609,31984,36013,41224,0
Precentral R.1,39,608,153,588,2233,121,9775,3578,3735,8704,1457,542,4869,2384,5177,4438,17,106828,12379,3176,138881,63019,15896,22253,569,71046,15301,14843,44985,154032,15304,2675,12492,1019,2644,11312,32480,10507,2177,23394,58607,42218,34073,1084,9708,4914,236,103,13466,66776,6396,5364,973,37536,21621,3651,1252,4651,21524,44397,16134,6952,623,29410,19333,31294,0
Postcentral R.3,56,540,441,1099,2425,695,7077,9410,1922,14200,6352,286,2759,9025,11648,5484,113,93231,44112,20575,83170,151278,12961,47861,6134,30985,35715,74103,30705,225429,75079,1816,7046,1668,1792,5689,30111,34466,16380,10791,25329,173218,40671,12621,4393,5562,48,59,3946,166250,29452,3025,7735,14655,36279,30187,159,4078,5243,47225,92414,2926,4167,11421,88435,79652,0
Supp Motor Area R.1,55,489,501,984,1202,1480,8537,8308,2132,11134,7222,385,3097,7669,9864,1293,1730,83815,20533,34998,117065,147926,5917,21654,16014,42928,17953,70295,41695,223301,57423,1417,9202,2938,2474,4525,16779,28621,29462,13844,49672,114225,35658,9232,6791,6453,46,130,6361,115786,41693,1204,8550,22144,35866,25096,413,4520,8581,45862,72393,4330,3348,16404,67653,65884,0
Supp Motor Area R.3,37,602,116,550,2326,58,9602,2740,3689,8408,1006,380,4882,1874,4832,4214,1,105447,8286,1488,140728,48346,15874,21520,173,69373,13961,10850,47078,146931,9741,3178,8811,492,1877,11129,35062,8273,1119,23498,57043,32505,32871,629,7659,3127,143,19,13788,63908,4300,6980,503,37099,18251,2313,741,3015,21682,44683,11578,5366,451,29412,15751,29227,0
Postcentral R.9,63,555,737,1216,2081,1993,6809,13764,1611,14366,13688,377,2763,11602,12428,3751,1476,78639,51723,50638,79447,214126,8757,42307,25361,25013,38144,152064,30715,226985,141924,1519,8425,3954,2103,3984,24907,47965,51229,9200,21285,205229,35350,38536,4498,9348,39,82,2898,160149,85490,2391,11725,11871,39864,62867,168,4483,3572,43731,131752,3582,5231,12111,99777,82221,0
Precentral R.3,39,651,122,619,3202,55,9990,3468,3687,9870,958,513,5187,2433,5693,7642,4,143070,19562,1907,120798,65802,25356,30269,176,65945,24168,11262,46735,169008,15272,3063,13388,467,1565,11795,47770,9691,946,22731,57284,49631,35459,625,9447,3248,309,99,11461,82635,2935,7223,666,36988,22858,3020,1052,4485,20225,47494,14899,8287,678,32257,23047,35255,0
Precentral R.5,35,588,51,544,2488,1,9677,1179,3524,8729,222,202,4840,1236,5086,4532,0,113131,4456,28,139291,19746,17597,23424,0,68409,16616,2342,46673,143253,2146,3386,4521,13,823,11298,38591,5504,10,23637,61005,17568,33098,65,6333,832,88,0,12288,71799,373,7892,22,36685,12360,566,431,1782,20239,49520,4573,3627,344,29581,13911,32496,0
Postcentral R.11,38,599,80,623,2658,22,9291,2052,3209,10165,467,272,4701,1880,6067,5635,0,113067,9523,700,133238,33581,17406,28551,36,60104,24198,5632,44164,159804,5944,2631,6812,204,1225,9224,41943,8072,310,21311,56753,32700,36744,238,7496,1644,129,20,10137,90048,973,7034,388,33301,17447,1324,441,2705,17302,55486,9134,4503,445,27956,20815,40152,0
Precentral R.7,41,578,144,676,2153,117,9515,3270,2991,9988,1284,395,4536,2697,6562,3794,31,106647,10351,3180,136443,56656,12992,25110,497,57922,19105,13752,45187,168699,13533,2504,9269,780,2087,7626,34323,10730,2188,21099,61635,44753,34901,761,8494,3951,126,58,9171,89397,5471,5653,1140,31985,22578,3298,570,3736,16167,53604,17369,5301,566,27049,26640,43309,0
Precentral R.11,68,521,1016,1262,1941,5344,6733,17257,1858,12408,18753,349,2272,13518,12501,3361,11848,79771,67080,134754,77127,266118,10556,35367,83306,29697,24820,180173,31054,230072,183379,1567,8418,7216,2238,5084,18930,42039,112860,11104,19208,217269,37072,40700,4260,8683,32,65,4198,132373,118608,1751,20496,11607,38194,77243,253,3289,4646,32946,153503,2281,7176,9645,107063,81582,0
Postcentral R.13,40,669,136,644,3406,61,9862,3877,3443,10304,1172,540,5415,2641,6006,7603,5,144542,20466,2284,120068,72750,23978,32026,253,62000,27653,13521,46306,174753,18497,3207,13627,607,1864,11186,53147,10552,1033,20110,56593,53843,33092,1118,9657,3980,254,69,9674,87340,3869,8600,698,35110,25561,3500,965,4793,18932,50946,17713,8448,535,34079,25012,37654,0
Precentral R.12,50,613,340,885,2652,544,8830,8113,2786,12082,4283,688,4233,6122,8651,6056,187,114926,40230,17342,103365,136701,17351,35739,4212,47114,29742,47736,40392,209604,58392,1949,17249,3033,2612,7834,37076,25017,11722,16081,46891,116982,38513,5481,9760,9526,135,219,7673,115877,19925,3163,4674,27206,39096,17258,856,7054,12010,48262,53218,9117,2788,25135,54943,55892,0
Precentral R.13,31,907,205,260,6653,441,10467,8522,7820,6872,1647,1223,4685,1328,1079,20276,337,202464,51144,20798,107725,160337,65646,27802,2945,89177,42141,32333,45714,133612,26069,3995,35021,5092,5793,32600,68233,9950,4079,35281,26246,54177,30127,1767,24675,8006,525,347,40725,24056,3957,11396,1031,42265,24324,3111,5606,6837,36555,16651,6907,9411,315,15536,4358,2658,0
Supp Motor Area L.1,20,399,117,73,2397,269,6873,4061,3240,2040,546,180,560,207,118,6287,239,103779,22657,12185,81377,89934,20443,8733,1260,50923,10370,13856,52528,64242,7564,3919,6133,1166,1745,16191,8121,1594,1015,26768,7156,10159,13180,391,4257,1059,104,16,21027,3705,632,918,82,8040,1981,387,385,388,2756,1454,498,377,12,492,220,109,0
Supp Motor Area L.4,28,698,167,211,4472,265,9236,6683,6450,5985,1296,383,2706,955,760,11740,152,143616,37510,12981,104311,130776,44837,26712,1469,77366,31277,30641,50085,125382,20633,4649,10959,1573,3436,27872,35022,9226,2645,37728,19255,38938,36615,1435,10546,3498,231,12,41317,18867,2922,6468,434,30598,14936,2658,1499,1745,22058,12451,4350,2301,203,7397,2550,1657,0
Frontal Mid L.9,25,450,203,97,2576,728,7282,6842,2420,2344,1069,154,653,347,156,6410,1286,114485,36839,34979,100876,161047,17469,10056,4049,46994,12760,23091,50034,75514,17255,3319,4863,1501,1256,9672,9592,3334,2577,19533,7052,15082,10592,876,2549,1077,28,16,8167,4177,1364,1060,197,5443,3373,907,139,373,1855,1604,856,336,58,630,354,126,0
Frontal Sup R.3,18,474,75,78,3488,102,6275,3327,5317,2359,341,96,1090,212,161,9517,44,105403,22245,5768,81511,64915,42264,11313,387,69069,11684,9064,32357,66014,5573,4066,3676,324,1460,35059,14229,1626,517,25127,8346,11522,19066,175,2864,545,41,5,39723,4105,465,4321,63,11949,3718,338,136,227,10980,3132,536,309,17,1601,329,189,0
