id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
Paracentral Lobule L.5,30,368,76,359,1045,46,4327,1449,1812,5021,414,152,1949,1162,2438,1199,12,33528,3540,971,44888,18447,5090,9762,130,24087,9448,3938,14216,61086,3315,1420,2387,207,810,4631,12153,4630,511,8355,15822,15920,16668,112,3884,961,25,3,4926,32797,844,1770,423,14223,8440,974,236,1164,6589,18520,4968,1632,293,7246,8269,10869,0
Precentral L.6,30,380,78,357,1219,55,4316,1579,1832,5039,439,175,2026,1141,2425,1682,16,36153,5074,1249,43726,19442,6168,10137,176,23915,10063,4002,13801,60745,4031,1486,3008,295,807,5136,13730,4251,599,7936,15641,16584,16420,126,4053,1154,48,18,4767,32552,964,2289,470,13870,8741,938,252,1257,6804,18904,5031,1772,210,7530,8010,10865,0
Precuneus L.8,23,395,30,223,1421,1,4572,736,2396,3484,113,185,2050,401,1256,1488,0,40780,2278,21,46403,9418,8825,7040,0,30685,8378,877,15524,40560,1572,1819,3373,14,529,7898,14311,1455,8,11478,15814,6358,12556,25,4159,530,73,1,7973,17683,193,2613,12,15909,3877,172,535,1019,8605,11338,1221,1885,89,7677,2417,4718,0
Precentral L.11,39,465,259,482,1479,449,4005,5299,1395,6091,2658,434,2706,2920,3112,1737,190,36885,14909,11730,32656,66171,5463,11327,3241,16310,17956,26619,10918,67702,26039,839,6848,1932,2079,3044,19265,10424,6912,4684,15350,50651,12154,3230,4953,4534,50,77,2102,36615,8842,2845,2010,11645,20660,7972,360,3294,5268,19962,19992,4322,1010,11638,16105,12747,0
Parietal Sup R.1,38,462,255,448,1408,343,4833,5103,1609,5495,2886,535,2713,2379,2828,1593,51,42832,13045,8140,38425,70673,5697,9985,2470,20121,13254,27570,14468,69027,26143,1044,9891,1913,2347,3752,17110,7333,5689,5802,20397,44627,12139,5141,6378,6048,176,129,2928,31242,11316,2902,1172,14258,17079,6887,483,4113,6141,19027,16406,4328,519,11481,12699,11465,0
Precentral R.1,30,385,114,321,1070,122,4496,2261,2018,4470,852,288,1929,1122,1964,1143,23,31707,5600,2748,47959,29956,5583,8678,620,23190,7483,8917,16605,57450,7205,1468,4682,752,1521,4970,11216,4631,1316,10532,14936,17870,15950,561,4948,2454,105,16,6333,25037,2676,1484,646,15113,8329,1376,639,1919,7027,15247,6108,2016,100,7067,5836,8143,0
Postcentral R.3,44,361,323,623,1012,510,3665,5140,983,6351,3878,295,1721,4280,4576,1214,128,30977,14079,11002,29654,63800,3465,11803,4033,12178,11787,34379,10325,75991,31926,666,5418,1508,1220,2049,11563,12605,9403,3417,13763,59267,12554,6602,3363,4365,66,49,1336,47678,14569,1327,2929,7654,17195,13939,183,2924,2458,19576,34133,2332,1599,5977,27375,21041,0
Supp Motor Area R.1,52,308,620,706,510,2436,3364,6887,779,5349,8881,341,1395,5930,4853,409,3609,19931,12347,38523,30347,81164,1527,5739,28809,8862,6946,60107,11899,75088,48022,342,4923,3893,1382,777,4981,14783,40414,4359,12847,63845,10228,18192,3350,5897,4,117,1296,37614,38988,343,6896,6374,16489,28325,310,3148,2149,15001,50341,2339,2133,5008,31802,21216,0
Supp Motor Area R.3,27,370,71,280,1101,47,4474,1475,2074,4119,449,113,1900,736,1693,1164,4,33445,3343,1084,47748,20770,6138,8375,142,25141,6783,5516,16667,53028,3505,1791,1989,210,842,6155,11927,3323,508,10384,15105,11995,15740,231,3327,640,18,3,6911,22699,1343,1967,320,15465,6101,584,185,698,7072,14312,3355,1110,45,7228,4069,6949,0
Postcentral R.9,44,407,328,618,1345,445,3447,5974,1070,6899,4103,319,1995,4235,4461,2146,44,31443,19562,10908,26284,70994,5294,15258,3352,11222,15119,42077,8059,74251,38860,651,6077,1186,1368,2461,15145,12851,8716,2973,11709,68476,14207,8139,3095,4812,53,59,1495,49158,15874,1793,2649,7676,18785,14811,166,3264,2560,21199,34287,2716,1549,7427,26290,20040,0
Precentral R.3,40,369,268,512,832,500,4207,4266,1340,5405,2788,366,1994,3108,3484,784,293,29920,9236,10060,39057,54657,2899,8134,3567,18546,8806,23149,13184,73233,21595,911,5417,1737,1786,2802,10046,9896,7873,5682,16760,41525,13279,3188,4875,4227,42,89,2589,35812,9655,1181,2321,11621,16201,8310,332,2982,4822,18046,21939,3214,918,7798,17995,15331,0
Precentral R.5,19,389,25,146,1783,0,4379,681,2571,2357,111,165,1817,203,655,3106,0,42185,2509,0,46228,8855,12823,5981,0,29765,5205,816,16489,26911,1495,2446,3239,0,979,8961,14596,846,0,13546,13053,3641,8242,33,3574,535,83,0,9481,9057,227,3297,0,14010,2702,93,538,675,8871,6490,777,1161,30,6016,694,2022,0
Postcentral R.11,31,397,90,375,1389,30,4274,1809,1759,5151,580,219,2256,1360,2525,2005,0,38394,6281,567,42877,21898,6967,10614,71,23171,10802,4901,12884,61024,5583,1436,3661,175,757,5162,16620,5284,406,6850,16287,19469,14764,409,4255,1491,63,8,3881,33025,1260,2806,292,14200,10746,1556,279,1591,6724,18730,6758,2428,413,9082,9259,11041,0
Precentral R.7,34,399,141,420,1350,114,4294,2614,1531,5255,1119,321,2328,1932,2819,2039,40,37847,8213,2366,40942,33156,5919,10413,487,20048,10413,9625,13166,64686,9631,1419,5297,594,947,3957,16762,6893,1584,6306,17155,27518,13166,1042,4609,2530,86,41,2990,34297,2900,2779,816,13001,13195,3126,360,2311,5900,18117,11427,3541,521,9777,12335,12098,0
Postcentral R.12,44,385,364,582,971,808,3878,5440,1015,5763,4386,473,2203,4092,3958,921,559,30627,12062,15727,33502,66398,3149,9226,7209,12445,11372,34245,11608,72015,31292,646,7341,2809,1652,1750,12735,12718,13197,3969,16470,53226,10282,6880,4430,6265,81,130,1408,38788,16787,1657,3277,9063,20125,14717,383,3865,3261,18406,31699,4334,1487,9387,22982,16957,0
Precentral R.11,51,401,607,668,881,2544,3479,9252,905,5920,8281,422,2017,5549,4451,724,4455,26136,20354,56241,28423,109062,2660,7778,29342,10872,11815,65064,11052,73473,65747,510,6261,5323,1942,1368,9730,13993,39239,3723,11897,78513,9328,14319,3491,6801,59,88,1234,37440,35264,1169,6369,6480,22898,26012,260,3415,2487,17908,45234,3246,2070,8152,28617,18979,0
Postcentral R.13,25,438,61,239,1700,30,4789,1563,2458,3565,334,355,2337,645,1291,2184,0,46106,5107,759,45928,21025,10228,7137,102,31207,9147,2702,15211,43018,4496,1796,6730,458,1347,7494,16802,1948,259,11309,16960,11209,11026,178,5908,1497,190,43,7348,16900,709,3315,197,16192,6998,488,940,1900,9504,11186,2811,3100,99,8723,3173,4634,0
Precentral R.12,41,388,272,548,1026,450,3824,4512,1078,6084,2865,335,2127,3528,3817,1138,194,30827,11048,9428,32741,55849,3332,10139,3113,14141,14357,24985,12001,71453,22499,702,5450,1677,1617,1917,13247,11780,7505,4509,14791,49624,12104,3593,3660,4072,45,52,1671,41595,9344,1624,2593,9181,19046,9827,230,2943,3684,20223,25576,2967,1315,8489,21357,16853,0
Precentral R.13,34,571,293,268,2317,981,4919,7204,2961,4519,2506,852,2708,1421,1076,3034,1480,52944,22945,28124,36113,92089,13430,10424,7541,25714,16560,33196,14806,65658,22030,1461,14482,6134,3094,8314,22767,6819,8400,9733,13602,41864,13223,2493,10947,6254,341,299,8699,15648,6730,4274,1009,16298,15270,4172,2310,4921,12270,11081,7298,5285,249,8198,4344,2660,0
Supp Motor Area L.1,15,185,63,42,719,95,2571,1532,1107,676,221,27,164,92,47,1092,52,23754,5876,3355,27945,27038,5613,2007,305,14451,1398,3424,15313,17860,2702,1034,709,136,217,5068,1668,424,287,6301,1955,2547,3630,128,513,103,4,1,5182,878,180,99,35,1830,517,134,40,33,459,250,148,59,4,97,66,26,0
Supp Motor Area L.4,18,339,69,84,1849,66,4044,2138,2472,1877,328,115,759,250,172,3729,21,47818,10233,2444,37705,34762,15368,6571,186,26172,6370,5856,18390,31311,4363,2326,3095,453,1132,10826,9254,1984,438,13533,5282,7448,10224,260,2477,594,48,6,11788,3586,379,1576,96,8099,2994,407,199,264,4288,2258,681,387,20,1066,384,188,0
Precentral L.4,40,563,374,406,1903,1400,4395,8850,2205,6297,3775,558,2847,2462,2243,2130,2464,41134,25463,42877,33615,113519,8231,12741,12451,18092,22744,49624,12652,78416,37667,969,9424,5337,2309,4648,22135,10722,14477,6256,12391,62044,15694,3693,7116,5958,166,124,4948,31783,13823,3228,2565,15221,21238,7045,768,3442,8811,18789,15488,4407,574,10661,10780,8030,0
Supp Motor Area R.4,20,379,82,108,1934,85,4247,2425,2748,2310,432,163,1070,357,266,3459,18,46841,10313,2927,39846,35417,15186,7710,289,27577,7386,7118,17908,36621,5198,2672,3690,636,1570,11063,11559,2628,630,14134,6793,9562,11443,365,3665,923,75,9,12644,5228,577,2188,165,10356,4739,610,428,427,6214,3429,1095,721,32,1888,703,361,0
Supp Motor Area R.5,12,148,36,30,331,28,2418,819,567,493,108,47,111,60,24,240,5,19242,1690,835,26429,16306,1122,794,55,9037,1809,1586,16727,10480,1183,482,1063,136,281,965,613,304,113,5281,1765,1369,1330,51,675,192,6,1,1227,427,61,35,9,945,338,93,61,75,224,142,63,37,5,44,34,6,0
Precuneus L.7,42,501,404,457,1427,1374,4307,7454,1712,5531,4469,789,2989,3100,2537,1408,1811,36759,16129,30936,35497,87811,5776,9745,13004,15271,15067,42209,12770,69829,33115,877,11698,6144,3255,3227,18656,10317,16996,5568,16611,58100,11909,6377,7280,8866,233,256,3111,27900,15179,3100,3338,12758,23274,10919,1050,5419,7947,17129,21408,6654,705,12273,13208,8985,0
Frontal Sup L.2,20,119,83,107,189,90,1009,1021,169,830,434,38,167,356,260,72,30,5864,1556,1594,13817,12026,386,865,317,2050,1397,3179,3097,8805,2847,104,436,151,63,144,757,727,637,621,927,4086,890,338,207,247,6,1,106,2250,591,55,139,382,811,622,9,154,104,659,1101,83,40,151,696,334,0
Frontal Mid L.3,12,194,38,28,926,43,2614,1193,852,563,99,36,153,53,25,1889,15,32884,5812,1874,26207,24490,5069,1641,101,13085,2513,1834,12988,13148,1515,1397,903,131,230,2627,1739,252,107,6491,1322,1894,1885,35,457,116,2,1,2232,541,55,190,18,1076,410,48,21,50,377,187,74,36,3,67,30,9,0
Frontal Mid L.9,19,242,106,65,882,184,2914,2727,821,949,555,50,290,140,90,1435,81,31297,9773,6952,30227,49817,3317,2103,928,12730,3144,7886,12471,20704,7481,1003,1282,381,410,2080,2313,583,734,5235,2233,5079,2467,649,583,253,8,2,1785,1214,691,381,30,1299,804,319,19,98,513,564,249,63,8,226,124,63,0
Frontal Mid L.14,19,125,71,100,232,54,1276,943,212,881,368,34,179,309,238,148,0,8688,1637,899,17009,13556,482,1127,185,3186,1602,3221,5477,10867,2528,177,392,101,98,287,961,730,397,1102,1050,3931,1254,307,203,207,5,1,231,2283,506,81,97,487,795,531,6,149,118,707,916,71,43,177,595,299,0
Frontal Mid R.15,19,159,88,83,466,114,1862,1501,402,799,454,61,220,246,155,680,34,17109,4933,2657,22208,25008,1804,1451,454,6226,1715,4444,9281,13013,4420,598,837,253,167,801,1302,638,701,2658,1525,3898,1516,395,358,367,6,4,585,1361,593,108,79,755,871,499,30,175,293,556,597,140,32,222,339,153,0
Postcentral L.8,45,545,441,549,1813,1405,3428,10324,1863,7802,5372,381,2546,4004,3409,2962,1629,29351,35586,44944,24776,119429,8323,16502,13887,10803,24354,69422,7333,82435,64556,650,6266,3514,1830,3049,18220,16293,21165,4233,8855,89986,19263,8078,4286,5732,57,51,3993,46335,21027,2189,3555,11642,25081,15724,397,2798,6529,22102,28679,3132,1727,9098,20312,13212,0
Precentral R.2,35,502,170,425,1890,208,4016,4173,1743,6651,1405,379,2743,2176,2756,2616,71,40497,13375,6602,32223,54214,8318,14942,1103,15373,25273,17126,10616,66846,16409,1018,7036,1101,1546,3581,24030,9148,2847,5432,13992,41731,15354,1152,4856,3591,168,88,3122,40369,3703,3135,1319,12548,18394,4202,468,2877,6752,22370,12939,3552,564,10962,13145,11315,0
Frontal Sup L.5,20,125,100,90,195,171,975,1219,204,706,504,44,181,279,186,87,102,5121,1876,2940,11887,13306,387,705,724,2192,1287,3702,2920,7535,3129,159,448,242,117,192,716,606,922,632,913,3489,869,363,233,270,2,3,153,1547,688,67,129,478,741,505,22,115,163,593,750,107,26,181,410,226,0
Frontal Sup Medial L.5,21,166,122,88,369,276,1505,1985,343,785,612,57,218,266,176,397,268,11565,4835,6559,18953,26422,1075,940,1267,4124,1703,5307,5225,11050,5641,301,691,388,255,628,998,615,1245,1090,1212,4239,1016,429,372,367,2,6,342,1538,873,93,117,685,984,477,27,133,214,610,703,111,23,206,370,213,0
Frontal Sup R.3,17,235,86,50,1188,173,2827,2230,1732,938,330,52,244,111,66,2407,139,29784,10444,6371,31395,35314,11050,3486,682,19024,1762,5991,13587,26183,3765,1444,1526,300,516,9657,3089,436,469,7664,1708,3975,6197,187,984,250,6,4,9185,1350,331,485,33,2821,685,181,66,99,1252,596,215,61,1,174,95,47,0
Frontal Sup Medial R.5,13,152,42,36,493,32,1441,892,407,492,152,66,154,62,40,678,6,13775,2765,937,17183,13577,1644,1056,74,4810,1717,1893,5991,7016,1531,302,941,159,199,735,1066,231,138,1475,683,1487,1007,105,533,271,9,4,509,494,133,150,10,582,366,95,98,124,240,209,87,70,4,116,36,27,0
Precuneus L.2,25,400,148,152,1765,273,5881,4460,1891,3044,986,130,918,613,428,3387,152,60899,18535,11586,51375,88139,10332,9036,1496,25060,12794,17186,34929,61749,14691,2164,3744,810,2034,4310,9876,4155,2100,17256,10404,18441,10553,1013,3256,1066,12,8,5748,8850,1720,1267,306,7396,5488,1421,123,395,2866,3838,2446,485,78,1461,1211,707,0
Precuneus L.5,21,392,104,106,1681,190,5421,3322,2643,2324,518,288,809,370,252,2732,127,55372,12578,7810,45205,57926,11806,7107,821,33310,9487,9818,26477,48392,6761,2331,6420,1386,2567,8769,7952,1862,988,18393,8371,12674,10832,346,6211,1531,83,55,11235,5320,686,853,282,8367,3296,542,1055,1058,3727,2635,1180,818,23,1135,645,345,0
Frontal Mid R.10,20,356,134,56,1925,393,4614,4265,2019,1231,545,173,461,143,59,4420,527,56396,21264,16925,40023,80652,13423,4181,1747,24757,5039,10844,23233,37738,7741,2594,4631,1520,1298,7538,5910,881,1021,14593,4190,7026,4787,406,2593,795,46,18,8350,1336,444,911,58,4642,1585,269,228,287,1938,739,235,243,10,375,94,34,0
Frontal Mid L.4,19,191,103,68,554,206,1650,2022,461,768,493,76,248,147,123,647,159,14315,5809,5324,17918,27342,1849,1210,945,5504,2232,5425,4301,11485,5333,254,1370,579,213,761,1718,549,746,1503,1181,3581,1216,383,530,347,6,6,565,1237,723,169,24,861,726,252,59,127,299,572,301,136,11,246,192,140,0
Frontal Mid L.12,12,113,25,41,280,15,797,365,228,462,76,35,173,53,76,227,1,5504,727,249,8031,3708,712,670,34,1968,1274,755,1635,4119,428,131,412,58,73,293,1134,173,47,517,718,774,614,22,252,113,3,1,195,878,93,132,16,596,245,17,28,65,228,436,121,72,0,191,53,91,0
Frontal Sup R.2,17,106,51,85,151,32,879,582,160,690,211,27,185,247,190,70,7,4541,669,491,10633,6510,255,525,74,1833,1308,1544,2109,6926,1141,63,331,36,50,118,824,652,190,458,1017,2513,809,131,174,117,0,2,106,1642,219,95,82,477,743,291,2,106,125,606,663,89,56,240,445,222,0
Frontal Sup R.6,22,123,124,107,200,222,1057,1370,201,799,720,43,164,374,224,245,98,6203,2372,3432,12122,15413,458,853,1113,2362,1282,5366,2720,9498,4197,152,452,228,122,215,654,944,1462,645,784,4113,1047,684,258,323,1,0,163,1763,1026,31,138,512,756,813,7,120,109,522,1090,115,77,190,558,256,0
Frontal Sup L.7,17,111,60,76,166,54,785,735,186,659,270,22,169,198,158,85,13,4045,1035,861,7678,7179,285,670,164,1658,1343,2130,1643,6070,1602,111,198,91,54,178,715,539,309,428,784,2399,793,175,197,107,2,0,171,1512,347,53,67,539,590,298,8,52,162,582,497,70,14,174,308,188,0
Frontal Sup R.7,20,108,91,99,116,118,892,934,163,724,476,33,164,332,214,36,28,4248,900,1649,9715,9927,161,521,496,1738,1206,3303,2153,7835,2462,82,305,132,83,116,566,814,758,464,824,3268,811,375,225,183,4,3,126,1791,627,25,144,491,747,625,2,105,110,512,953,121,56,194,537,246,0
Parietal Sup L.4,37,561,285,381,1973,623,4979,7769,2673,6437,2924,484,2511,2258,1965,2949,481,45280,25807,21947,31797,111213,9594,14619,4694,23294,23628,41153,14300,84678,37600,1125,9505,3536,1987,6125,18932,10755,8260,9396,14561,61742,20326,4183,7081,4898,100,79,7749,31186,9430,2482,1610,16884,17463,7454,879,3201,9493,16693,13578,3499,766,8223,9277,6312,0
Precentral R.4,38,547,330,373,1844,1145,4711,8090,2444,6155,3196,432,2565,2053,2042,1865,1819,43277,24512,37045,36303,108511,9218,12919,9872,20576,21925,45112,14204,80953,33152,1262,8172,3687,2394,5676,19163,10197,11165,8154,13388,54340,18183,2750,6735,4482,130,121,6385,30854,11780,2723,1890,16091,17721,5431,681,2646,9191,18428,12584,3120,357,8960,8781,7386,0
Parietal Sup L.3,31,543,197,268,2264,378,5129,6007,3124,5119,1578,430,2152,1423,1116,3556,255,51032,22846,14663,37999,87965,12803,13448,2310,29611,20826,24439,16649,77070,21328,1762,8944,2544,2029,9417,18786,6852,3862,12193,12878,42489,19139,1622,7147,3207,138,105,11122,20039,3630,3005,1082,16033,13643,3664,1131,2418,9865,10906,7134,2785,439,5911,4692,2775,0
Supp Motor Area L.6,28,485,141,237,2025,227,4924,3581,2780,4736,1012,308,2081,961,1076,3113,141,52836,11776,6870,36385,47751,12490,12443,1180,25440,19145,16774,17338,59933,8492,1689,6103,1267,1533,7585,19826,6500,2232,12779,13222,23014,17051,638,6039,2216,120,47,9849,20228,2638,3061,519,17154,10107,1735,845,1528,9044,11841,4540,2140,151,6475,3541,3160,0
Precentral L.8,4,104,4,2,809,1,1624,150,798,66,2,13,35,1,0,2231,0,27951,1010,48,15322,2811,7341,260,0,13357,464,64,8369,1756,5,1184,471,8,97,3750,688,8,1,6497,353,57,272,0,285,2,2,1,3478,0,0,76,0,465,23,0,23,4,213,0,0,6,0,0,0,0,0
Parietal Sup L.8,48,561,712,416,1593,4143,6113,15758,2648,5665,8758,391,2081,2807,1588,1599,10210,44407,43599,127194,42435,233136,6560,9941,52023,25263,16009,111045,24148,129066,94570,2156,7676,7899,2548,6686,13036,10839,38114,14399,16540,87248,16588,22272,6272,4659,74,31,9815,21418,26504,1835,3435,15750,16362,14090,493,1983,7711,10606,17056,2258,505,5640,6792,3579,0
Parietal Sup R.4,33,529,222,306,1904,443,5173,6253,2954,5523,1953,441,2135,1647,1413,2524,333,46912,20261,15655,37640,91715,10315,13438,2938,28338,20382,29094,17087,81074,24340,1557,8787,3002,1902,7817,16068,7714,4887,11849,13999,47393,20882,2202,6986,3528,130,135,10317,24264,5398,2440,1195,15910,13165,4523,1279,2724,9491,13037,8892,2624,560,6226,5934,4058,0
Postcentral R.7,47,513,477,604,1582,1514,3242,10421,1618,7787,6143,368,2327,4637,3921,2500,1722,26451,34101,45414,24354,119989,6459,16392,15339,10243,21634,72793,7076,81244,71945,648,5378,3929,1292,2779,14762,16953,24816,3514,8160,95780,18321,10376,3554,5773,59,54,2984,49168,24791,1679,4234,9286,24222,19409,327,2895,5707,21774,35287,2835,2020,8094,24519,15852,0
Frontal Mid R.3,7,121,12,9,641,6,1926,364,553,230,16,17,49,10,3,1406,0,25295,1827,231,21189,8152,3729,944,9,9224,1141,379,10193,5326,204,1415,415,29,74,1971,739,94,2,4826,567,346,837,3,232,16,3,0,1509,82,4,54,4,443,60,6,16,17,128,38,6,12,0,7,1,0,0
Parietal Sup R.3,23,356,117,136,1331,154,5357,3406,1948,2722,751,84,768,493,373,2132,57,51173,11016,6498,50935,69556,7787,7588,726,26865,10621,13239,29523,57396,10472,2184,2030,383,987,5175,7689,3423,1222,16209,8868,14449,10792,757,2405,714,11,2,7076,7775,1338,813,178,6852,3931,1131,104,245,2616,3326,1820,305,83,1221,935,608,0
Parietal Sup R.7,31,555,199,266,2279,361,5425,6337,3240,4917,1735,448,2250,1218,1181,3636,226,55121,23588,15012,42232,99534,13990,13084,2401,32078,18054,26520,17535,77764,25532,1735,9737,2426,2475,10085,18279,5012,3782,12186,13765,40673,18130,2044,7748,3681,116,69,10937,19808,4977,3126,620,16863,11548,3345,951,2565,10523,11851,6417,2668,188,6553,4093,3372,0
Precuneus R.5,23,412,121,132,1760,212,5344,3816,2829,2758,701,307,938,503,355,2934,130,52755,14432,8677,46698,64168,12609,8532,1002,32671,9815,12593,24745,57373,9629,2351,6661,1483,2238,9764,8817,2490,1380,17511,8948,16904,12596,583,6526,1873,80,47,12378,7315,1084,1094,336,9314,4092,928,1126,1221,4539,3419,1816,1060,55,1434,982,559,0
Frontal Mid R.4,14,164,49,42,559,39,1491,1152,470,604,205,34,154,61,59,854,11,14375,4043,1148,15708,16891,1980,1266,108,5278,2273,2939,3899,8572,2703,375,602,157,59,826,1304,338,155,1569,936,1675,1272,187,336,117,1,0,689,775,245,112,14,685,301,74,45,50,259,356,98,61,2,90,61,46,0
Frontal Mid R.13,9,96,10,26,255,0,750,140,236,274,22,35,142,26,36,200,0,5365,233,0,7821,1585,787,308,0,2156,652,164,1656,2660,129,143,430,0,34,354,876,78,0,655,694,294,436,6,239,54,7,0,264,383,15,155,0,441,143,11,47,62,242,190,41,81,0,128,26,27,0
Frontal Sup Medial R.3,15,121,54,51,245,55,733,828,234,434,214,26,190,109,77,157,12,4129,1610,1159,6349,7945,519,461,175,1818,859,1538,1303,4214,1633,151,302,87,75,344,861,210,240,479,790,1906,558,130,159,128,3,2,204,648,231,139,22,526,533,157,13,32,270,348,211,66,9,179,115,63,0
Frontal Sup Medial L.3,16,114,57,63,215,38,677,808,219,540,270,11,170,144,108,163,2,3691,1509,761,6006,7330,467,618,114,1726,986,2143,1209,4908,1910,118,111,18,33,334,840,314,226,434,631,2333,720,244,107,82,0,0,197,946,344,91,32,516,459,250,3,24,228,455,322,21,14,166,175,97,0
Frontal Sup L.9,16,111,64,56,208,79,712,882,229,445,253,26,143,153,75,171,22,4023,1648,1581,6185,8244,477,486,267,1681,659,1884,1414,4832,1753,132,315,109,51,376,606,259,351,529,579,2225,603,154,176,117,3,0,245,641,204,81,54,467,485,251,3,51,208,221,323,50,16,136,132,46,0
Frontal Mid L.1,7,106,7,14,572,0,1250,179,260,181,13,18,120,9,13,1455,0,17262,705,0,12913,3016,2151,500,0,3774,409,144,3829,2758,166,481,514,0,44,532,1138,29,0,1180,1198,213,279,1,142,30,12,0,301,130,10,352,0,318,79,6,14,24,174,100,6,21,0,89,6,6,0
Parietal Inf L.5,17,175,73,63,504,95,2099,1502,450,830,332,21,213,146,107,455,35,19979,4270,2894,21276,25064,1764,1546,378,6897,2535,4130,6805,13831,3405,350,498,95,189,743,1664,631,400,2238,1815,3504,1487,243,365,123,0,1,647,1381,424,122,34,964,785,253,5,33,284,523,342,47,11,193,154,106,0
Angular L.2,21,217,126,84,652,267,2375,2627,567,975,678,69,300,237,148,911,227,22118,7814,7951,25328,39620,2079,1655,1364,8617,2768,7320,7790,17882,7593,438,1466,613,365,1047,1934,812,1049,2417,2736,6045,1623,692,686,376,13,4,773,1725,977,301,121,1239,1081,540,40,126,452,638,599,123,14,299,260,142,0
Frontal Mid L.13,16,191,73,47,678,127,2008,1606,554,761,255,71,178,131,47,996,92,20827,5271,3842,20715,23999,2343,1895,387,7810,2990,3785,6242,12696,2695,447,1619,341,288,1209,1498,772,446,2252,1514,3023,1712,132,664,315,7,10,850,710,159,195,63,785,695,215,37,140,318,337,214,82,17,100,71,24,0
Parietal Inf L.9,23,304,138,115,1397,267,3040,3547,1043,2077,842,89,443,413,249,3368,146,36063,15129,9905,33778,54807,7816,7294,1437,13225,7902,14578,11702,34628,10437,880,2202,513,364,3143,5408,2138,1702,4611,2943,11730,6157,843,857,683,17,18,2256,5027,1267,642,180,2298,2161,1064,36,328,821,1693,1261,150,46,461,592,317,0
Frontal Mid R.14,24,254,204,72,736,804,2459,4092,703,1074,927,97,241,222,71,844,1585,22572,11121,22672,25935,57885,2282,2249,4170,8748,3882,12961,7959,21437,9054,590,1906,1151,545,1283,1909,1247,2056,2718,1623,6483,2386,831,845,589,11,13,1080,1134,737,201,148,1146,1054,538,62,165,367,426,404,80,16,123,107,34,0
Frontal Sup L.6,9,73,21,15,136,17,512,277,180,171,39,11,57,18,10,81,4,2731,434,275,4143,2544,321,226,26,1508,457,409,994,1834,160,98,112,28,52,264,297,57,32,505,298,333,313,5,91,24,0,0,258,110,22,29,2,215,103,12,4,8,110,66,8,12,2,19,11,2,0
Frontal Mid L.10,13,116,57,21,260,104,1221,962,280,232,140,36,63,35,7,190,79,9559,2077,2447,12235,14001,722,345,270,3513,595,1427,4865,4436,1182,247,586,202,130,441,298,117,176,1140,446,809,439,72,274,109,0,4,354,78,35,47,8,258,146,46,15,34,94,35,23,20,1,8,4,1,0
Frontal Sup L.10,12,95,38,28,168,41,735,565,207,272,101,22,82,55,23,78,16,4329,943,827,5969,6341,391,302,82,1838,577,916,1603,3250,730,118,282,82,69,256,371,144,121,609,426,871,427,46,153,62,0,2,264,216,50,29,20,296,219,51,9,28,123,103,67,29,3,41,33,6,0
Frontal Inf Oper L.1,20,193,105,85,603,247,2220,1966,477,1135,409,94,189,331,153,782,277,21337,5593,6292,24394,29131,1895,2718,919,7017,3322,5034,8054,18198,3755,385,2111,604,274,842,1512,1287,728,2195,1848,6365,2136,297,845,527,7,6,662,2293,320,195,525,776,915,294,68,328,265,634,923,90,25,101,395,142,0
Parietal Sup L.6,23,331,127,126,1501,214,3976,3520,1341,2400,788,106,575,449,320,2951,102,45955,14032,8312,42838,63942,8246,7966,1064,19440,9765,13406,18454,43795,11170,1408,2805,601,444,3964,7226,2976,1563,8785,4548,12438,7311,781,1295,820,16,3,3767,6722,1315,930,181,3318,3174,964,56,370,1485,2319,1509,278,48,654,868,460,0
Precentral L.7,28,318,252,126,1247,962,3546,5315,1026,1929,1579,180,491,508,227,2246,1792,38478,18739,27703,42134,82883,6029,5882,6165,14736,6410,22266,16552,38588,15901,883,4102,1891,695,3127,5244,2715,4098,4838,3501,14543,5285,1899,1489,1470,26,30,2054,3719,2284,552,454,2585,2421,1501,147,561,971,1328,1499,322,58,509,504,221,0
Frontal Inf Tri L.8,21,188,127,83,615,374,2078,2224,407,1000,475,91,177,341,140,857,618,20023,6939,9240,23088,31073,2012,2388,1276,5503,2398,5070,7276,16581,4192,356,1917,779,438,670,1342,1266,1185,1846,1712,6042,1658,188,780,444,4,7,492,1908,399,226,523,593,999,413,46,279,193,517,853,98,24,88,378,128,0
Frontal Mid L.18,25,268,188,112,1191,624,2803,4081,949,1577,977,108,279,498,201,2794,1059,32452,17829,19333,30597,60262,7576,5153,3164,12522,4321,13857,10441,32011,11149,773,2526,1061,416,3309,3233,1751,2463,4164,1852,11542,4376,830,912,724,8,8,2206,3090,1121,329,701,1603,1463,1035,105,425,537,853,1487,69,66,197,541,183,0
