id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
Supp Motor Area R.5,9,90,21,15,233,14,601,376,245,162,41,21,70,23,6,221,2,4229,927,313,4110,3831,829,175,21,1892,377,375,1424,2011,359,57,323,59,59,380,432,74,27,580,284,443,279,15,140,33,7,0,347,63,11,44,7,279,130,20,33,13,155,30,17,33,2,22,4,0,0
Precentral L.7,8,55,17,11,156,16,427,210,103,105,19,15,20,16,5,192,7,3506,555,273,3302,2008,427,220,11,1089,224,121,837,1195,132,62,295,25,17,173,95,74,23,301,116,157,125,0,86,43,7,1,99,49,5,17,7,43,44,2,11,10,19,25,8,1,1,2,6,0,0
Frontal Inf Tri L.8,10,49,28,17,106,33,375,266,77,125,45,11,14,35,7,92,16,2498,567,436,2862,2311,245,217,50,724,170,279,804,1460,237,36,156,49,20,129,74,116,40,196,89,297,128,11,77,20,4,1,70,59,6,3,27,48,49,22,6,12,3,11,29,3,2,2,7,0,0
Frontal Mid L.18,15,104,81,24,322,215,726,1095,244,199,178,35,46,52,10,439,317,5979,3200,4116,5885,10213,1006,393,502,2261,518,1490,1363,3999,1308,146,589,246,32,471,419,102,273,587,235,829,349,61,158,92,4,10,266,81,56,53,35,179,102,65,15,43,61,29,44,17,2,8,10,0,0
Frontal Sup Medial L.4,13,82,38,40,108,26,638,513,200,281,131,18,77,78,51,45,0,2877,681,466,3781,5265,239,191,69,1907,388,828,1249,3498,1037,79,236,39,46,283,239,133,99,572,466,1109,450,77,108,74,0,4,258,380,116,27,23,279,175,97,5,33,122,108,124,25,6,42,73,31,0
Frontal Sup Medial L.1,12,68,25,41,101,8,527,313,106,303,73,6,60,80,59,59,0,2450,475,164,3169,3167,152,275,12,968,457,521,1164,2820,533,57,89,6,33,95,288,161,41,339,415,834,341,24,60,33,0,0,114,491,59,16,7,167,202,76,0,8,29,128,126,12,14,37,99,37,0
Frontal Sup Medial L.2,15,80,59,46,93,63,502,635,130,299,243,15,78,92,57,34,20,1923,684,1044,3131,5367,137,232,192,996,430,1532,1030,3132,1346,53,145,50,46,107,263,156,278,309,359,1105,341,203,87,74,0,0,151,392,239,22,14,197,239,146,1,22,48,122,155,38,5,47,81,32,0
Frontal Sup Medial R.4,12,80,29,37,105,13,596,414,200,306,87,7,73,77,43,33,0,2655,558,247,3557,4216,270,253,25,1829,558,665,1132,3356,692,60,73,13,47,247,263,195,44,593,365,1073,551,41,78,30,0,0,276,346,60,16,23,323,224,90,3,11,93,105,121,15,14,42,51,26,0
Frontal Mid R.4,18,123,75,78,225,71,781,1049,222,676,392,19,164,203,150,218,19,3933,2005,1464,4754,9748,537,793,266,1565,1269,3295,1291,6212,2827,82,245,68,107,182,755,471,369,574,804,3093,921,415,150,117,3,2,215,1363,551,48,88,502,559,366,1,47,177,516,565,46,16,145,243,162,0
Frontal Mid R.10,21,125,133,77,185,304,953,1580,222,502,717,32,177,181,128,104,283,4944,2303,5418,6908,16902,359,343,1627,2204,665,4429,2340,6760,4333,94,316,289,107,224,644,298,1040,794,783,3204,664,788,174,106,3,8,249,851,1039,91,46,424,448,426,6,66,174,388,451,72,4,193,155,126,0
Frontal Mid R.13,15,104,44,61,147,40,700,593,203,553,156,15,140,140,119,74,8,3132,768,742,4574,5544,313,546,110,1531,1215,1268,1201,4938,1010,65,178,52,55,147,578,359,166,571,749,1830,800,66,136,65,1,1,215,1149,158,21,62,455,515,122,3,30,173,435,338,39,6,121,192,137,0
Frontal Sup R.8,14,89,40,51,125,29,673,458,178,445,150,8,119,93,92,66,6,3134,569,441,4741,4403,275,404,90,1439,921,1191,1331,4211,749,52,87,26,39,136,510,290,87,526,714,1192,720,73,83,34,0,0,211,842,195,44,28,398,244,99,0,14,147,401,221,16,13,114,80,109,0
Frontal Mid R.8,9,67,15,21,126,3,526,207,158,189,32,9,61,32,17,122,0,2728,321,46,4354,2155,356,238,1,1286,319,257,1252,2026,208,51,135,9,12,178,307,81,13,529,373,417,297,9,40,29,6,0,204,162,13,22,3,173,110,29,15,6,126,61,31,19,2,36,21,4,0
Frontal Mid R.14,17,132,74,62,285,75,778,1116,228,558,367,24,195,151,87,242,4,4637,2296,1608,5091,10466,597,808,304,1617,1224,2975,1352,5545,2752,91,310,89,83,284,1008,378,403,467,710,2787,670,364,140,156,1,0,211,833,411,111,23,504,641,349,3,37,216,323,337,54,9,182,117,59,0
Frontal Sup Medial R.2,14,94,48,43,202,45,543,682,191,336,176,21,81,89,54,186,18,3122,1444,1034,3267,5830,537,411,110,1342,561,1411,997,3725,1400,74,275,55,73,311,488,157,185,360,300,1134,463,111,111,86,0,1,277,437,163,32,18,212,264,131,2,35,40,123,151,45,5,52,78,31,0
Frontal Mid R.16,16,128,65,55,262,94,839,1053,283,559,238,32,122,152,76,156,44,4733,2085,2124,4645,10476,693,762,306,2044,1244,2179,1462,6021,2047,104,428,187,137,370,658,424,357,687,565,2505,872,114,239,162,1,0,358,881,193,62,77,421,496,214,27,42,169,256,305,38,17,59,141,52,0
Frontal Sup R.3,8,55,19,9,122,16,408,272,157,59,28,13,14,10,2,74,4,2775,591,339,2820,2664,427,52,22,1474,73,162,1125,1377,251,55,167,45,21,342,69,22,20,348,53,124,100,5,84,18,1,0,278,13,5,6,0,46,14,8,12,4,6,4,5,8,1,1,0,0,0
Frontal Sup R.1,6,46,8,7,81,3,450,119,100,61,9,2,23,5,3,57,0,2598,193,68,3661,1641,154,63,2,1043,97,76,1466,844,53,45,30,2,17,122,104,4,5,389,136,98,90,0,20,2,0,0,157,24,3,11,0,79,21,1,0,0,31,12,2,4,0,6,2,0,0
SupraMarginal L.1,14,121,62,29,269,115,845,1054,262,315,176,19,83,47,26,210,89,5596,2290,2846,7551,11492,670,457,350,2384,843,1876,1783,4701,1514,118,274,119,76,385,475,146,199,637,351,1044,468,74,131,62,0,0,352,270,123,45,10,293,218,56,8,14,88,116,61,22,0,39,27,12,0
Temporal Sup L.1,16,86,65,55,168,105,591,754,145,374,220,14,67,155,80,108,75,3440,1507,1849,3943,6920,433,545,302,1148,503,1441,1160,4088,1399,70,211,71,45,225,292,287,345,346,320,1769,441,92,84,80,0,0,155,549,175,27,116,148,270,181,3,26,55,159,311,15,6,39,157,60,0
Frontal Inf Tri L.3,11,55,38,17,85,50,364,407,67,101,87,3,18,18,10,63,20,1982,659,832,2679,3779,137,95,129,645,166,560,643,1149,527,55,32,14,7,79,72,20,60,192,91,218,75,37,11,11,0,0,50,54,41,3,2,27,32,14,0,1,3,18,19,0,0,5,6,2,0
Temporal Mid L.3,14,97,56,35,168,95,683,769,163,314,151,17,72,85,33,93,68,3731,1304,1872,4655,7780,336,376,259,1321,612,1280,1295,3427,1015,76,214,87,87,177,336,196,173,426,405,1330,401,74,104,62,0,0,126,315,75,21,82,229,213,60,4,27,62,115,156,14,1,33,40,13,0
Temporal Mid L.4,12,112,32,34,387,20,872,658,252,326,103,14,110,54,43,612,3,8584,2620,686,7793,8397,1534,564,48,2631,798,859,2779,4465,1269,176,286,46,30,727,686,157,68,754,522,1036,348,49,110,53,0,0,434,372,95,100,4,234,243,60,4,15,89,192,94,18,2,78,45,27,0
SupraMarginal L.3,7,55,15,6,116,13,417,212,101,70,16,2,22,4,2,104,4,2749,409,257,2993,2326,234,116,14,873,189,184,794,834,81,67,34,5,23,135,137,12,8,214,88,101,89,0,16,5,0,0,97,25,5,6,0,102,27,2,0,0,30,8,1,0,0,6,1,0,0
Temporal Mid L.7,18,104,95,58,173,185,818,1095,136,431,409,25,96,147,75,95,122,4845,1734,3092,6768,11634,296,555,804,1291,666,2862,2157,5035,2382,107,324,168,72,135,366,334,622,447,470,2106,400,317,121,168,0,0,73,578,392,52,57,214,312,266,10,27,68,197,307,19,5,61,123,45,0
Temporal Mid L.9,16,83,60,60,137,60,673,656,96,431,252,2,77,156,92,82,16,4000,1125,1049,5406,7115,224,535,198,1013,672,1661,1685,4434,1470,95,14,11,25,104,295,439,268,350,435,1750,352,175,51,10,0,0,53,713,252,47,52,128,271,266,0,3,40,232,356,4,10,45,160,67,0
Temporal Mid L.10,13,100,44,34,202,42,1134,653,184,379,151,7,77,56,37,148,8,8326,1303,841,10450,9801,420,518,127,2526,1036,1609,4890,5675,1107,178,114,25,51,182,442,242,127,1240,568,1033,616,97,81,31,0,0,232,435,125,50,7,229,184,70,0,9,60,164,99,8,0,33,37,18,0
Occipital Mid L.10,20,155,93,97,356,123,1633,1376,318,1065,516,31,221,273,228,320,41,11385,2926,2568,16550,18476,887,1833,543,4112,2441,5242,7130,14334,3787,313,521,146,93,415,1443,1115,783,1984,1987,4138,1778,422,298,227,0,1,382,2854,863,130,58,837,932,531,7,72,230,922,781,76,26,237,478,319,0
Temporal Sup L.6,11,65,21,34,115,7,475,229,77,281,57,6,64,54,47,70,0,2960,373,103,3314,2194,188,388,9,644,525,451,1072,2400,290,44,66,5,15,65,281,176,30,167,340,545,236,17,58,25,0,0,41,380,43,32,8,153,147,50,1,8,47,167,81,14,0,45,58,34,0
Temporal Mid L.13,17,181,85,51,656,149,1874,1815,600,635,349,30,193,130,52,839,97,18890,6248,4607,17075,26557,3515,1448,556,7072,1607,4097,8172,12890,3859,455,667,213,163,1309,1675,463,543,3263,1401,3490,1517,282,313,126,3,1,1183,627,273,319,43,854,611,253,27,42,438,265,235,41,11,123,64,23,0
Angular L.3,10,103,23,22,274,14,828,435,242,280,57,17,89,28,21,277,1,5986,1045,348,6986,5404,719,509,23,2576,907,723,1771,3285,529,131,253,36,26,383,586,119,45,673,548,562,520,19,114,25,2,0,303,262,40,73,3,357,137,21,10,26,113,106,25,36,1,59,23,9,0
Temporal Mid L.15,16,114,77,43,246,150,697,1115,197,359,260,29,89,108,42,198,116,4186,2312,3125,4699,10480,560,511,534,1443,502,2132,1250,4113,1966,110,464,195,62,249,477,158,332,414,349,1865,432,159,152,126,0,0,146,371,174,46,86,276,228,144,13,39,86,139,202,20,6,42,49,18,0
Temporal Sup R.1,12,106,48,18,243,79,1018,795,236,181,111,36,59,21,9,223,52,7013,1660,1786,9934,10437,648,235,207,2618,430,1040,2929,3547,936,130,628,167,67,364,342,62,83,852,425,583,270,52,226,101,1,4,251,75,49,43,6,210,88,23,23,35,78,40,18,12,0,15,3,2,0
Temporal Sup L.2,12,75,30,36,168,18,475,347,80,292,95,6,87,56,51,161,0,3152,752,292,3361,2979,269,457,43,610,530,651,851,2357,492,57,66,11,36,61,405,161,73,183,396,748,264,37,59,26,0,0,34,427,90,91,3,147,192,53,1,4,55,193,99,17,0,62,59,38,0
Temporal Sup L.3,12,69,25,41,124,24,465,320,119,309,45,6,59,88,63,92,9,2661,641,487,3270,2812,306,414,36,960,529,265,860,2896,336,47,80,26,29,198,234,203,42,227,325,942,333,9,62,11,0,0,145,505,11,11,66,166,206,21,1,11,26,154,138,11,3,43,111,49,0
Rolandic Oper L.3,9,61,12,24,132,1,380,159,81,207,26,1,60,29,28,118,0,2465,339,22,2634,1384,254,321,0,563,422,197,729,1555,166,39,11,1,11,75,260,92,5,189,315,366,215,6,31,2,0,0,53,223,17,64,1,106,87,15,0,1,48,124,41,3,5,40,17,19,0
SupraMarginal L.2,14,88,60,31,187,94,570,719,145,239,194,23,70,50,26,168,45,3515,1418,1616,3499,6526,400,361,323,1060,401,1392,1070,2684,1113,81,355,119,42,176,258,137,198,401,356,883,319,116,108,97,0,0,145,146,133,82,10,144,136,83,6,29,62,100,63,11,0,46,15,15,0
Temporal Sup L.4,18,99,92,61,224,193,642,1116,174,355,362,28,78,169,92,205,171,3874,2559,3464,4214,9621,583,486,750,1312,315,1982,1184,4499,2692,103,440,203,65,297,328,224,586,396,377,2051,356,198,152,158,0,0,143,575,377,67,125,190,259,245,5,45,98,140,345,17,5,34,187,71,0
Temporal Sup L.5,9,62,9,27,125,2,431,102,83,250,14,1,71,29,39,92,0,2773,157,33,2942,995,227,376,1,637,569,109,835,1902,57,42,11,1,7,89,337,119,6,164,351,275,264,0,37,1,0,0,41,357,7,60,4,154,108,8,0,1,57,171,33,4,0,57,37,30,0
Rolandic Oper L.4,8,84,20,8,297,17,434,411,220,59,34,12,47,1,4,440,4,3973,1412,530,2461,3770,1104,93,32,1232,60,230,649,1519,349,53,235,37,27,586,230,1,5,265,205,195,43,12,115,20,0,0,310,24,16,73,0,92,3,0,5,7,79,21,0,1,0,21,0,1,0
Temporal Sup L.7,16,89,65,55,184,112,548,827,169,364,208,14,58,158,82,139,84,3214,1793,2176,3800,7064,499,514,325,1287,396,1342,960,4082,1602,70,209,88,50,266,263,237,330,356,242,1863,489,72,100,68,0,0,182,565,161,25,140,154,231,153,2,28,55,141,317,8,7,26,168,63,0
Temporal Sup R.6,16,129,68,52,303,96,686,1057,237,484,274,36,161,116,74,301,28,4118,2351,2137,3937,9177,661,738,392,1314,1002,2282,958,4618,2167,73,498,147,72,342,859,340,313,341,578,2113,552,172,217,166,2,0,221,685,284,116,39,486,417,184,11,68,190,313,244,75,7,136,97,60,0
Temporal Sup R.10,20,137,117,73,270,267,789,1642,234,539,550,41,170,205,118,217,230,4434,3246,5387,4819,14631,569,622,1278,1623,821,3674,1320,5884,4308,75,576,338,92,276,592,451,955,426,674,3466,626,419,227,210,0,0,178,890,659,143,108,423,536,383,10,78,204,342,465,61,13,135,229,106,0
Frontal Inf Orb L.1,9,48,21,15,76,17,284,232,49,108,38,6,16,20,9,44,4,1382,365,272,1685,1950,101,122,29,410,177,258,484,891,224,28,84,19,15,44,65,40,20,106,55,239,84,8,30,14,0,0,29,73,17,5,8,27,28,15,0,7,5,18,17,0,0,3,6,2,0
Frontal Inf Tri L.1,8,35,17,11,71,9,235,143,35,78,32,2,10,11,4,84,1,1598,274,103,1679,1252,112,142,11,304,56,229,429,702,135,45,27,3,5,29,44,32,19,72,42,98,63,12,7,7,0,0,14,28,9,7,0,23,14,9,0,1,4,13,7,1,0,1,2,0,0
Frontal Inf Tri L.2,8,32,17,11,37,12,210,132,26,70,27,2,9,12,5,21,2,1106,143,132,1198,1137,39,75,17,197,102,165,435,575,95,16,20,4,2,8,24,30,18,66,35,121,49,4,7,7,0,0,9,32,8,1,0,13,8,6,0,1,6,11,13,0,1,2,0,1,0
Frontal Inf Orb L.6,8,36,13,15,47,4,237,125,24,101,25,1,12,16,11,17,0,1213,167,57,1457,1176,49,106,4,165,165,171,451,691,129,31,13,3,2,7,43,36,12,65,63,157,55,6,10,2,0,0,6,85,11,3,0,16,16,9,0,0,2,22,18,1,0,2,7,3,0
Frontal Inf Oper L.3,6,37,11,4,67,8,210,131,39,36,9,5,4,2,1,56,2,1225,236,130,1432,1126,95,36,6,273,78,75,348,290,57,12,62,13,10,21,20,6,4,66,11,30,38,0,21,7,0,0,16,10,2,0,0,12,2,0,1,0,2,4,1,0,0,0,0,0,0
Frontal Inf Tri L.5,8,27,17,11,42,9,155,109,18,56,33,2,10,9,5,33,0,844,166,88,1017,779,38,67,15,148,52,158,250,399,86,13,26,4,1,8,40,10,15,23,43,95,27,13,3,6,0,0,5,31,11,1,0,12,3,5,0,1,6,13,10,1,0,2,0,1,0
Frontal Inf Tri L.6,9,39,23,13,48,17,257,187,30,81,47,3,19,16,4,20,3,1229,216,188,1916,1565,44,87,27,228,117,266,413,697,182,33,41,8,7,21,60,42,36,46,86,171,37,20,16,8,0,0,7,27,10,4,0,33,37,16,0,1,11,9,14,3,0,3,0,0,0
Frontal Mid L.17,11,63,37,18,124,49,393,445,95,115,80,14,21,26,10,87,25,2199,888,886,2471,3892,273,122,109,829,144,468,597,1375,556,55,195,78,30,141,79,48,68,204,106,313,94,22,75,31,0,0,72,66,38,10,6,31,51,33,6,9,18,20,18,2,1,2,8,2,0
Frontal Inf Tri L.7,9,42,18,18,60,11,228,189,42,119,33,2,12,27,13,29,2,1038,278,181,1531,1425,80,127,14,366,170,214,329,910,198,28,28,8,6,43,47,51,24,77,44,268,83,6,19,3,0,0,25,104,11,3,6,17,31,17,0,2,4,18,31,1,0,0,12,3,0
Temporal Mid L.1,9,83,20,16,217,13,504,346,172,190,39,17,47,23,9,195,1,3320,848,301,3366,3490,596,348,21,1318,472,430,941,1775,323,78,234,40,43,295,326,70,28,286,182,414,275,10,125,36,0,0,157,113,12,20,4,206,96,19,8,22,42,41,22,11,0,14,8,1,0
Temporal Mid L.2,16,95,74,46,190,127,524,837,131,344,264,39,83,127,42,150,77,2675,1537,1968,3085,6557,399,474,422,816,484,1759,786,3020,1474,60,483,232,68,138,380,260,435,273,339,1577,347,162,183,171,0,0,82,335,148,60,64,179,334,210,14,77,72,115,206,31,12,29,72,12,0
Temporal Mid L.8,12,96,35,31,232,26,547,536,161,312,104,18,86,64,26,173,2,3352,1218,534,3558,4926,562,507,59,1082,708,928,787,2672,810,85,257,47,36,197,472,196,96,293,361,999,390,48,118,66,0,0,140,278,55,90,12,228,250,92,2,33,72,115,85,18,5,36,35,6,0
Temporal Sup L.8,9,70,14,22,151,2,451,200,120,232,34,4,60,24,24,126,0,2904,371,42,3153,1892,324,382,1,868,574,319,672,1864,219,59,56,4,18,139,339,98,9,260,278,351,289,11,48,12,0,0,94,262,25,37,1,184,93,18,1,5,59,110,29,4,0,37,19,13,0
Temporal Sup R.3,15,133,66,39,358,105,764,1183,294,389,232,21,124,79,39,396,69,5112,3123,2784,3975,11555,1007,660,338,1941,670,2267,1143,4982,2187,119,369,140,82,509,736,184,282,551,443,1719,592,148,157,71,1,0,306,376,196,111,26,406,279,130,7,26,179,195,104,26,7,85,46,19,0
Temporal Mid R.4,12,93,37,29,189,34,619,550,190,315,102,16,63,64,20,123,8,3440,1019,713,3538,5546,436,489,73,1489,768,996,1100,3123,739,84,232,47,49,278,345,258,111,428,299,1003,519,40,108,61,0,0,180,214,48,38,17,221,180,89,3,27,71,95,68,17,12,17,26,3,0
Temporal Mid R.15,11,95,32,23,233,29,641,528,198,258,79,22,60,43,14,208,6,3979,1186,676,3486,5548,600,453,61,1513,601,782,1154,2841,623,104,361,63,42,316,334,144,72,479,294,791,424,33,129,74,0,0,209,154,29,50,14,204,142,50,11,31,68,73,47,14,2,14,14,2,0
Precuneus R.1,28,265,220,158,664,680,2721,4090,1212,1877,1490,98,496,700,406,567,928,18795,9469,17396,23485,54837,3613,3359,4414,14071,4378,16022,11323,37772,14175,559,1619,1035,421,3052,3293,2543,3855,6481,3529,15698,6093,1624,1211,785,23,6,3856,5295,2606,428,605,3305,2612,1793,110,317,1696,1846,2812,240,52,598,1206,580,0
Temporal Mid R.5,13,136,45,33,525,52,1340,1019,493,425,136,20,74,67,31,730,18,14682,4089,1775,12230,14640,3168,1087,135,5558,1076,1800,4831,8225,1738,288,405,100,55,1429,738,186,160,2201,511,1514,1064,66,188,70,1,0,1134,429,79,49,18,474,200,82,11,30,120,112,105,8,0,25,41,11,0
Parietal Inf L.2,6,64,10,5,224,5,614,170,129,68,11,15,26,3,1,335,0,5794,489,112,4761,2270,708,177,6,1559,214,131,1326,922,71,74,264,15,17,197,202,15,3,451,193,84,89,1,83,6,2,0,121,16,2,35,0,114,15,2,16,19,31,7,1,5,0,3,0,0,0
Postcentral L.7,7,68,16,5,188,14,510,287,135,59,17,11,20,4,0,179,4,3990,705,340,3960,3425,488,104,15,1373,181,174,1290,1001,148,72,187,31,24,187,125,17,9,398,86,117,93,4,59,12,0,0,132,0,0,23,1,60,23,2,4,7,20,0,0,1,0,0,0,0,0
Temporal Mid R.8,10,79,23,22,170,18,849,364,149,251,49,6,42,32,21,112,4,6427,740,409,8591,5004,425,403,30,1803,614,569,3030,3518,354,113,83,20,36,197,297,90,45,695,416,554,390,7,70,16,0,0,147,265,29,17,5,153,102,19,1,8,29,74,40,3,0,16,23,8,0
Temporal Mid R.10,12,100,41,25,228,42,800,634,191,248,123,24,85,38,17,184,6,5211,1291,877,5421,7213,573,398,119,1548,626,1085,1824,3230,909,124,378,90,51,274,441,119,114,600,558,800,333,73,144,103,0,0,185,164,68,58,2,251,188,54,11,17,93,70,37,18,1,44,18,3,0
Occipital Mid L.4,17,295,73,63,1427,83,2868,2166,1897,1162,365,77,619,116,116,1960,28,31433,9740,3216,19734,29882,10955,2914,313,18212,4099,6031,10384,22615,4435,1009,2009,309,481,7265,6611,499,400,7900,3857,5601,4554,353,1764,342,22,6,6873,1953,551,1088,24,5004,1137,192,132,163,3236,1387,235,210,6,923,137,141,0
Temporal Mid L.5,5,62,7,3,166,4,965,151,241,41,3,9,19,3,0,99,1,8454,344,115,8331,2845,663,48,0,4078,124,38,5379,1316,23,301,205,16,20,549,143,7,3,2214,284,60,105,0,81,3,0,0,610,0,0,15,1,105,26,0,7,1,48,0,0,6,0,0,0,0,0
Temporal Mid R.11,11,102,28,27,267,19,1504,541,302,345,75,10,57,45,26,265,4,13392,1462,595,13153,10089,1146,616,33,4615,936,871,8262,6715,728,328,265,33,54,638,370,179,60,2328,720,902,751,34,144,34,1,0,576,364,44,29,10,324,158,40,3,17,67,108,66,4,0,15,29,10,0
Temporal Mid R.13,18,241,94,59,1121,167,2584,2314,1175,1029,431,73,304,141,77,1877,97,27724,10040,5745,20429,34428,8438,3216,726,11983,4088,6559,11367,21358,4753,686,1824,442,531,4491,3361,851,613,5795,2073,4891,4046,405,1198,426,22,6,3992,1321,448,530,52,2024,1051,269,154,128,858,649,285,82,4,237,111,50,0
Angular L.1,13,123,36,42,326,25,1007,655,284,491,114,32,133,93,54,340,5,7509,1620,585,9080,8302,886,893,46,3270,1324,1249,2291,5581,1125,145,482,62,39,447,878,305,108,803,753,1513,736,58,233,115,2,3,371,694,82,85,30,514,386,101,14,61,172,243,152,70,9,87,95,29,0
Cuneus L.1,17,137,49,87,399,44,1603,703,387,1079,191,7,198,221,224,482,10,12940,2128,901,15989,9823,1641,2235,133,4882,2711,2233,7176,14756,966,448,157,16,68,687,1569,901,207,2710,1845,3169,2421,62,214,44,0,0,766,3321,256,169,103,905,810,206,1,18,273,988,566,25,20,199,477,340,0
Occipital Mid L.6,17,133,68,68,294,79,1144,1043,268,659,293,34,179,197,111,253,29,7289,2204,1651,12240,12703,691,1035,257,3184,1416,2620,3105,7580,2363,179,521,160,65,348,953,558,413,1005,1295,2914,914,178,212,167,0,2,302,1190,305,98,63,542,728,350,20,58,245,384,435,91,28,165,237,85,0
Calcarine L.4,23,282,135,118,885,252,2901,3140,1303,1722,844,75,596,391,284,1006,161,22132,9137,7899,25174,45487,5049,3635,1398,14835,5633,10338,12443,30926,9461,658,1779,613,349,3436,4420,1960,1309,7039,4617,11731,5386,1050,1278,429,2,0,4026,4155,1447,532,291,3813,2521,746,165,167,1942,1868,1433,275,11,837,618,391,0
Occipital Sup L.6,23,237,143,110,628,326,2522,2744,821,1434,845,103,415,335,265,542,286,18152,6586,8376,26111,39085,2637,2733,1894,9415,4118,9671,11374,24143,7647,505,2013,755,417,1608,2826,1395,1403,5081,3523,8468,3638,816,1061,752,5,9,2086,3628,1530,269,185,2276,1677,636,86,248,908,1404,1180,229,13,508,529,383,0
Occipital Mid L.7,16,180,60,60,447,63,2003,1180,589,766,259,81,296,133,105,503,19,14569,2096,1528,21926,17339,1342,1351,199,7994,2139,2576,9121,12371,2440,240,1346,259,416,876,2086,518,312,3215,2456,2847,1401,172,916,443,12,3,1256,1443,327,203,33,1367,902,199,89,157,624,611,278,164,12,301,158,111,0
Occipital Mid L.8,15,140,43,62,364,34,1281,724,310,750,151,28,215,155,115,370,11,9814,1723,707,13444,9153,1023,1348,73,3990,2144,1556,4831,8963,1235,224,429,85,78,545,1533,655,171,1276,1292,2327,1259,52,246,120,3,1,360,1518,146,122,47,783,805,177,9,54,307,541,324,80,19,239,235,110,0
Occipital Sup L.7,9,116,1,35,421,0,1251,23,323,525,0,3,187,7,77,607,0,11790,69,0,13398,347,1494,1128,0,4397,1900,0,5212,5504,0,332,70,0,3,603,1656,20,0,1733,1627,113,1066,0,105,0,1,0,456,1259,0,235,0,840,48,0,2,2,295,476,0,19,0,249,21,105,0
Precuneus L.10,20,153,102,88,467,189,1561,1423,399,924,508,36,244,253,190,612,146,13390,4157,3588,15725,18281,1917,2056,822,5104,1759,5132,6354,14198,2950,412,559,175,85,818,1865,606,821,2406,1695,4353,1931,402,271,240,2,2,766,2371,754,196,164,985,926,367,5,71,285,744,746,123,2,302,377,244,0
Angular R.1,20,138,110,80,289,227,1221,1502,318,736,514,40,152,271,128,246,195,8439,3089,4341,12334,17872,905,1155,945,3930,1246,4646,3749,10083,3651,166,561,276,84,538,829,726,1063,1107,864,3751,1270,328,276,273,2,1,436,1326,546,51,126,629,732,566,18,72,228,381,640,63,40,122,297,99,0
Occipital Mid R.4,22,190,134,97,446,292,1864,2250,431,1072,752,56,278,300,196,412,226,12836,4954,6721,19338,29804,1116,1670,1513,5429,2468,7773,7844,16054,6649,273,878,448,318,675,1769,1172,1542,2338,2057,5533,1805,666,621,446,4,2,555,2291,1132,187,76,1051,1327,661,23,81,329,827,796,91,44,297,420,239,0
Cuneus R.3,25,267,158,142,677,334,2693,3111,1119,1985,1028,106,550,576,362,528,291,18378,6989,8615,24961,43420,3149,3729,1851,12594,6195,12501,11542,32445,9407,568,1924,746,322,2584,3792,2748,2093,6152,3679,13338,6767,1148,1062,789,15,14,3509,5382,1731,338,389,3488,2778,1341,103,374,1505,2115,2261,298,68,787,968,509,0
Precuneus R.6,17,147,48,88,369,32,1775,717,411,1205,201,19,196,222,225,304,8,13545,1748,666,17584,10262,1418,2298,71,4978,3588,2525,8802,16127,1217,359,275,24,180,640,1504,1290,200,3001,1963,3088,2824,107,442,142,0,0,825,3556,249,105,74,985,829,243,7,47,254,1046,611,57,8,193,473,336,0
Occipital Mid R.8,27,292,205,146,1070,580,2549,4450,1328,1912,1385,92,523,615,345,1513,621,22535,16039,17799,20512,56519,7167,4252,3780,13884,5109,16925,9560,38090,15776,624,1753,917,426,4405,4555,2301,3449,6356,2576,15575,6093,1580,1116,774,15,5,4452,4724,2293,775,427,3137,2841,1683,99,257,1658,1734,2217,239,70,591,975,455,0
Angular R.5,14,132,46,45,373,51,1084,813,307,521,153,34,157,93,67,444,15,8937,2155,1220,10524,10016,1177,901,144,3641,1374,1629,3125,6398,1301,178,549,113,75,598,1187,267,179,999,825,1709,870,67,184,141,5,2,436,825,142,97,34,582,436,80,17,57,218,335,183,62,3,129,102,52,0
Precuneus R.8,22,155,121,110,450,196,1620,1602,382,1133,748,29,231,336,260,529,114,13227,4507,3526,16362,21006,1734,2382,997,4872,2143,7549,7004,16537,4483,465,450,97,58,711,1781,960,1103,2615,1851,5288,2295,865,200,297,0,0,747,3114,1341,213,171,861,962,738,3,79,270,1031,1053,71,17,239,559,357,0
Insula L.2,10,55,27,18,98,20,356,251,80,112,69,9,57,18,13,102,3,2171,383,242,2346,1960,177,142,42,638,107,392,640,1163,252,40,86,24,18,94,230,33,43,165,272,308,86,32,43,20,0,0,51,81,43,41,1,137,51,22,2,7,66,49,12,14,0,40,6,6,0
Calcarine R.4,33,386,302,226,981,940,3636,6613,1489,2899,2771,163,1257,1000,745,797,959,22274,15663,28672,24525,88655,3971,4629,8580,15036,7483,31492,14886,49336,28989,792,3376,1590,1130,3173,7271,3780,6575,8227,9530,30615,7707,4752,2413,1456,5,18,3574,9130,7281,982,629,7365,6654,3655,195,604,3632,4882,4659,921,89,2959,2277,1464,0
